fromNode,toNode,value,interaction_type,selfLoop,label,guid
C02366,C02796,0.0625,Ms1,False,,1427
C06342,C06338,0.0625,Ms1,False,,1428
C00522,C01053,0.0625,Ms1,False,,1429
C16392,C16394,0.25,Ms1,False,,143
C00522,C00966,0.0625,Ms1,False,,1430
C00031,C15970,0.25,Ms1,False,,1431
C00763,C00431,0.232630652080117,Ms1,False,,1432
C00232,C15987,3.63797880709171E-12,Ms1,False,,1433
C21092,C00407,1,Ms2,False,,1434
C00407,C21092,1,Ms2,False,,1435
C00123,C02486,1,Ms2,False,,1436
C02486,C00123,1,Ms2,False,,1437
C06593,C02378,0.0625,Ms1,False,,1438
C02679,C21080,0.25,Ms1,False,,1439
C16393,C16395,0.25,Ms1,False,,144
C00601,C02083,0.0084650545227913,Ms2,False,,1440
C00601,C20782,0.0084650545227913,Ms2,False,,1441
C02083,C00601,0.00903106148750193,Ms2,False,,1442
C15987,C00232,3.46944695195361E-18,Ms1,False,,1443
C00065,C00740,0.898488163790247,Ms2,False,,1444
C00740,C00065,0.90765548282671,Ms2,False,,1445
C02265,C05620,0.249672217419492,Ms1,False,,1446
C00079,C03519,0.249672217419492,Ms1,False,,1447
C19827,C14827,4.13644976034516E-07,Ms2,False,,1448
C14827,C19827,1.42029518364752E-06,Ms2,False,,1449
C00468,C05298,0.25,Ms1,False,,145
C20186,C14831,4.13644976034516E-07,Ms2,False,,1450
C14831,C20186,7.47523780867117E-07,Ms2,False,,1451
C14831,C07354,7.47523780867117E-07,Ms2,False,,1452
C02378,C06593,9.27443574436804E-10,Ms1,False,,1453
C20695,C20696,0.25,Ms1,False,,1454
C12205,C02325,0.0625,Ms1,False,,1455
C00779,C01173,1,Ms2,False,,1456
C01173,C00779,1,Ms2,False,,1457
C00149,C02887,0.25,Ms1,False,,1458
C05908,C05909,0.25,Ms1,False,,1459
C00468,C05300,0.25,Ms1,False,,146
C00148,C00763,0.93302528677612,Ms2,False,,1460
C00763,C00148,0.93302528677612,Ms2,False,,1461
C08521,C08532,0.25,Ms1,False,,1462
C00763,C00431,0.232138760065467,Ms1,False,,1463
C00232,C15987,9.09494701772928E-13,Ms1,False,,1464
C03524,C00908,0.25,Ms1,False,,1465
C00407,C21092,1,Ms2,False,,1466
C06593,C02378,0.00390625,Ms1,False,,1467
C00123,C02486,1,Ms2,False,,1468
C02486,C00123,1,Ms2,False,,1469
C15650,C15651,0.25,Ms1,False,,147
C21092,C00407,1,Ms2,False,,1470
C20278,C20279,0.25,Ms1,False,,1471
C15987,C00232,8.67361737988404E-19,Ms1,False,,1472
C21584,C09390,0.792061056054063,Ms2,False,,1473
C00740,C00065,0.898488163790247,Ms2,False,,1474
C00065,C00740,0.90765548282671,Ms2,False,,1475
C00601,C02083,0.00836952225327048,Ms2,False,,1476
C00601,C20782,0.00836952225327048,Ms2,False,,1477
C20782,C00601,0.00784497617491552,Ms2,False,,1478
C14827,C19827,3.20332215457324E-07,Ms2,False,,1479
C15651,C15650,0.25,Ms1,False,,148
C14831,C20186,3.20332215457324E-07,Ms2,False,,1480
C14831,C07354,3.20332215457324E-07,Ms2,False,,1481
C19827,C14827,1.09989563306872E-06,Ms2,False,,1482
C07354,C14831,5.78892438457219E-07,Ms2,False,,1483
C02378,C06593,3.63318659533906E-12,Ms1,False,,1484
C03690,C03343,9.09494701772928E-13,Ms1,False,,1485
C01173,C00779,1,Ms2,False,,1486
C00779,C01173,1,Ms2,False,,1487
C01761,C11807,0.25,Ms1,False,,1488
C00410,C03027,0.25,Ms1,False,,1489
C03656,C01186,0.25,Ms1,False,,149
C05138,C05487,0.25,Ms1,False,,1490
C05138,C01176,0.25,Ms1,False,,1491
C00410,C05498,0.25,Ms1,False,,1492
C05476,C05475,0.25,Ms1,False,,1493
C05476,C05478,0.25,Ms1,False,,1494
C04108,C03205,0.885293096038774,Ms2,False,,1495
C03205,C04108,0.885293096038774,Ms2,False,,1496
C00410,C03747,0.25,Ms1,False,,1497
