id,mz,rt,intensity,KEGGId,exactMass,formula,name,precursorType,mzCalc,ppm,inferLevel,forward,reverse,jaccard,parentTrace,inferSize,score1,score2,pvalue,seed,partnerKEGGId,KEGG_reaction,reaction,fileName,scanId
M116T883,116.070365905762,883.089,852245.9375,C00763,115.0633,C5H9NO2,D-Proline,[M+H]+,0,7,Ms2,1,1,1,1,4,0,0,0.000299917002150263,M116T818: C00148,C00148,RC00479,C1y-C1y:*-*:C1x+C6a+N1x-C1x+C6a+N1x,,0
M118T883,118.086059570313,883.484,201759.5625,C00431,117.079,C5H11NO2,5-Aminopentanoate,[M+H]+,0,6,Ms1,0.133659986776006,0.760092677748854,0.25,0.000115419075659331,9,0,0,0.00175377721556758,M117T255: C00990,C00990,RC00010,C5a-C6a:N1a+*-*+O6a:C1b+O5a-C1b+O6a,,0
M118T883,118.086059570313,883.484,201759.5625,C15987,117.079,C5H11NO2,4-Methylaminobutyrate,[M+H]+,0,6,Ms1,0,0,0,1.52587890625E-05,9,0,0,0.00315569570092444,M104T909: C00334,C00334,RC00060,N1a-N1b:*-C1a:C1b-C1b,,0
M118T883,118.086059570313,883.484,201759.5625,C00719,117.079,C5H11NO2,Betaine,[M+H]+,0,6,Ms1,0,0,0,1.52587890625E-05,9,0,0,0.00315569570092444,M104T909: C01026,C01026,RC00496,N1c-N1d:*-C1a:C1a+C1a+C1b-C1a+C1a+C1b,,0
M411T884,411.249847412109,884.299,944456.6875,C04036,410.2433,C19H39O7P,1-Palmitoylglycerol 3-phosphate,[M+H]+,0,3,Ms1,0,0,0,0.0625,3,0,0,0.00247296697741328,M427T672: C01192,C01192,RC00029,C1c-C5a:*-*:C1b+C1b+O1a-C1b+C1b+O5a,,0
M132T888,132.101608276367,888.191,985743.0625,C02378,131.0946,C6H13NO2,6-Aminohexanoate,[M+H]+,0,6,Ms2,1,1,1,0.0625,18,0,0,0.000424264036233968,M132T855: C06593,C06593,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
M313T890,313.234191894531,890.403,345600.46875,C14765,294.2195,C18H30O3,13-OxoODE,[M+H+H2O]+,0,12,Ms1,0.0583374364238659,0.996290120222533,0,0.25,2,0,0,0.00126017906492737,M315T847: C14762,C14762,RC00241,C1c-C5a:*-*:C1b+C2b+O1a-C1b+C2b+O5a,,0
M313T890,313.234191894531,890.403,345600.46875,C04780,294.2195,C18H30O3,"8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate",[M+H+H2O]+,0,12,Ms1,0.0481163254306023,0.737134363191626,0,0.25,2,0,0,0.00154042396914478,M293T1000: C01226,C01226,RC00921,C1x-C2x:*-*:C1x+C1y-C2x+C1y C1x-C2x:*-*:C1x+C5x-C2x+C5x,,0
M150T891,150.057998657227,890.611,345235.1875,C00073,149.051,C5H11NO2S,L-Methionine,[M+H]+,0,6,Ms2,0.996017974913794,0.996017974913794,1,0.984328323640679,9,0,0,0.00029702791972408,M150T791: C00855,C00855,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a,,0
M150T891,150.057998657227,890.611,345235.1875,C00855,149.051,C5H11NO2S,D-Methionine,[M+H]+,0,6,Ms2,0.996017974913794,0.996017974913794,1,0.981197928200242,9,0,0,0.000297348605569292,M150T791: C00073,C00073,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a,,0
M367T891,367.245391845703,890.991,253959.921875,C05478,348.2301,C21H32O4,"3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione",[M+H+H2O]+,0,8,Ms1,0,0,0,0.0009765625,6,0,0,0.00352784445510967,M351T699: C05476,C05476,RC00154,C1y-C5x:*-*:C1x+C1y+O1a-C1x+C1y+O5x,,0
M367T891,367.245391845703,890.991,253959.921875,C05475,348.2301,C21H32O4,"11beta,21-Dihydroxy-5beta-pregnane-3,20-dione",[M+H+H2O]+,0,8,Ms1,0,0,0,0.0009765625,6,0,0,0.00352784445510967,M351T699: C05476,C05476,RC00144,C1y-C5x:*-*:C1x+C1x+O1a-C1x+C1x+O5x,,0
M367T891,367.245391845703,890.991,253959.921875,C05487,348.2301,C21H32O4,"17alpha,21-Dihydroxypregnenolone",[M+H+H2O]+,0,8,Ms1,0,0,0,0.0009765625,6,0,0,0.00352784445510967,M351T699: C05138,C05138,RC00157,C1a-C1b:*-O1a:C5a-C5a,,0
M105T893,105.042152404785,892.84,523503.40625,C00740,105.0426,C3H7NO3,D-Serine,[M]+,0,4,Ms2,0.999978419573478,0.999978419573478,1,0.999978419573478,2,0,0,0.000288430826937525,M105T945: C00065,C00065,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a,,0
M195T893,195.065032958984,893.03,406794.09375,C01173,176.0473,C10H8O3,"1,3,8-Naphthalenertriol",[M+H+H2O]+,0,3,Ms2,1,0.998386345728447,0.5,0.969503607611928,55,0,0,0.000342825963459692,M195T876: C00779,C00779,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M195T893,195.065032958984,893.03,406794.09375,C00779,194.0579,C10H10O4,Scytalone,[M+H]+,0,4,Ms2,1,0.998386345728447,0.5,0.969503607611928,55,0,0,0.000343967448423355,M195T876: C01173,C01173,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M443T894,443.351318359375,894.414,443071.15625,C14153,424.3341,C29H44O2,alpha-Tocotrienol,[M+H+H2O]+,0,3,Ms1,0,0,0,0.25,2,0,0,0.00202678516618549,M410T805: C14155,C14155,RC01662,C8x-C8y:*-C1a:C8y+C8y-C8y+C8y,,0
M443T894,443.351318359375,894.414,443071.15625,C15808,442.3447,C29H46O3,4alpha-Methylzymosterol-4-carboxylate,[M+H]+,0,3,Ms1,0,0,0,0.25,2,0,0,0.00203399668938831,M412T911: C05108,C05108,RC01952,C1a-C6a:*+*-O6a+O6a:C1z-C1z,,0
M166T895,166.085830688477,895.228,502296.5625,C19872,166.0855,C7H10N4O,N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine,[M]+,0,2,Ms1,0,0,0,0.25,2,0,0,0.00352149413991865,M138T226: C20267,C20267,RC00197,N1a-N1b:*-C4a:C1b-C1b,,0
M166T895,166.085830688477,895.228,502296.5625,C00079,165.079,C9H11NO2,L-Phenylalanine,[M+H]+,0,6,Ms2,1,1,1,1,2,0,0,0.000297064751681564,M166T834: C02265,C02265,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a,,0
M166T895,166.085830688477,895.228,502296.5625,C02265,165.079,C9H11NO2,D-Phenylalanine,[M+H]+,0,6,Ms2,1,1,1,1,2,0,0,0.000297064751681564,M166T834: C00079,C00079,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a,,0
M237T897,237.111831665039,896.625,473777,C12457,236.1049,C13H16O4,3-Dimethylallyl-4-hydroxymandelic acid,[M+H]+,0,4,Ms1,0.248849604906751,0.0436005546975739,0,0.25,2,0,0,0.00228305903474624,M249T468: C12456,C12456,RC01471,C1b-C1c:*-O1a:C5a+C8y-C6a+C8y C5a-C6a:C6a+*-*+O6a:C1b+O5a-C1c+O6a,,0
M237T897,237.111831665039,896.625,473777,C17228,218.0977,C10H18O3S,2-Oxo-9-methylthiononanoic acid,[M+H+H2O]+,0,18,Ms1,0,0,0,0.25,2,0,0,0.016357576865071,M265T98: C17227,C17227,RC00114,C1b-C1c:*-C6a:C1b+C5a-C1b+C1c C5a-C1c:*-*:C1b+C6a+O5a-C1c+C6a+O1a,,0
M335T897,335.218841552734,896.816,438949.875,C11876,334.2144,C20H30O4,"6beta,7beta-Dihydroxykaurenoic acid",[M+H]+,0,10,Ms1,0,0,0,0.015625,4,0,0,0.00383113766164578,M319T1026: C11875,C11875,RC00613,C1x-C1y:*-O1a:C1y+C1y-C1y+C1y,,0
M335T897,335.218841552734,896.816,438949.875,C06093,316.2038,C20H28O3,Gibberellin A12 aldehyde,[M+H+H2O]+,0,10,Ms1,0,0,0,0.015625,4,0,0,0.00380656845269067,M319T1026: C11875,C11875,RC01622,C1x-C1y:*-C1z:C1y+C1y-C1y+C4a C1y-C4a:C1z-*:C1x+O1a-C1y+O4a C1z-C1z:C1y+*-*+C1y:C1x+C1x+C1y-C1x+C1x+C1y,,0
M335T897,335.218841552734,896.816,438949.875,C05955,334.2144,C20H30O4,Prostaglandin C2,[M+H]+,0,10,Ms2,0.773708806430937,0.739099582664781,0.428571428571429,0.165199495476848,4,0,0,0.000728906187117184,M335T868: C05953,C05953,RC01177,C1x-C2x:*-*:C2x+C5x-C2x+C5x C2y-C1y:*-*:C1y+C2b+C2x-C1y+C2b+C2x,,0
M335T897,335.218841552734,896.816,438949.875,C21823,316.2038,C20H28O3,11-Hydroxysugiol,[M+H+H2O]+,0,10,Ms1,0,0,0,0.015625,4,0,0,0.00380656845269067,M319T1026: C21822,C21822,RC00236,C8x-C8y:*-O1a:C8y+C8y-C8y+C8y,,0
M335T897,335.218841552734,896.816,438949.875,C05953,334.2144,C20H30O4,Prostaglandin A2,[M+H]+,0,10,Ms2,0.773708806430937,0.739099582664781,0.428571428571429,0.165199495476848,4,0,0,0.000728906187117184,M335T868: C05955,C05955,RC01177,C1x-C2x:*-*:C2x+C5x-C2x+C5x C2y-C1y:*-*:C1y+C2b+C2x-C1y+C2b+C2x,,0
M335T897,335.218841552734,896.816,438949.875,C16679,316.2038,C20H28O3,all-trans-18-Hydroxyretinoic acid,[M+H+H2O]+,0,10,Ms1,0,0,0,0.015625,4,0,0,0.00380656845269067,M319T1026: C00777,C00777,RC00724,C1a-C1b:*-O1a:C2y-C2y,,0
M335T897,335.218841552734,896.816,438949.875,C16677,316.2038,C20H28O3,all-trans-4-Hydroxyretinoic acid,[M+H+H2O]+,0,10,Ms1,0,0,0,0.015625,4,0,0,0.00380656845269067,M319T1026: C00777,C00777,RC00723,C1x-C1y:*-O1a:C1x+C2y-C1x+C2y,,0
M335T897,335.218841552734,896.816,438949.875,C16680,316.2038,C20H28O3,"all-trans-5,6-Epoxyretinoic acid",[M+H+H2O]+,0,10,Ms1,0,0,0,0.015625,4,0,0,0.00380656845269067,M319T1026: C00777,C00777,RC01624,C1z-C2y:O2x-*:C1a+C1x+C1z-C1a+C1x+C2y C1z-C2y:O2x-*:C1z+C1z+C2b-C1z+C2y+C2b,,0
M335T897,335.218841552734,896.816,438949.875,C14815,334.2144,C20H30O4,"5,6-Epoxytetraene",[M+H]+,0,10,Ms1,0.579024309689939,0.265546026395444,0.111111111111111,0.197456234251777,4,0,0,0.0015382079561943,M353T660: C06314,C06314,RC01184,C1c-C1y:O1a+*-*+O2x:C1c+C2b-C1y+C2b O1a-O2x:*-C1y:C1c-C1y,,0
M335T897,335.218841552734,896.816,438949.875,C05949,334.2144,C20H30O4,12-Keto-leukotriene B4,[M+H]+,0,10,Ms1,0.115616934549918,0.125276255886854,0,0.015625,4,0,0,0.00290329496215835,M337T876: C02165,C02165,RC00241,C1c-C5a:*-*:C1b+C2b+O1a-C1b+C2b+O5a,,0
M116T899,116.070304870605,898.859,748760.75,C00148,115.0633,C5H9NO2,L-Proline,[M+H]+,0,7,Ms2,1,1,1,0.926591632579416,32,0,0,0.000310545972490583,M116T867: C00763,C00763,RC00479,C1y-C1y:*-*:C1x+C6a+N1x-C1x+C6a+N1x,,0
M116T899,116.070304870605,898.859,748760.75,C00763,115.0633,C5H9NO2,D-Proline,[M+H]+,0,7,Ms2,1,1,1,0.926591632579416,32,0,0,0.000310545972490583,M116T867: C00148,C00148,RC00479,C1y-C1y:*-*:C1x+C6a+N1x-C1x+C6a+N1x,,0
M114T899,114.091201782227,899.449,247703.859375,C06593,113.0841,C6H11NO,epsilon-Caprolactam,[M+H]+,0,6,Ms1,0.897764215593719,0.0507873889918534,0.166666666666667,1.34960802742979E-20,53,0,0,0.00118835806341244,M132T1019: C02378,C02378,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
M391T900,391.283660888672,900.442,364556.65625,C03690,390.277,C24H38O4,Bis(2-ethylhexyl)phthalate,[M+H]+,0,3,Ms1,0.129532473806214,0.226690942211701,0.2,9.09494701772928E-13,21,0,0,0.00220817370465443,M279T450: C03343,C03343,RC00020,O6a-O7a:*-C1b:C6a-C7a,,0
M440T901,440.276397705078,901.456,252410.484375,C20535,421.2617,C27H35NO3,beta-PC-M6,[M+H+H2O]+,0,8,Ms1,0,0,0,0.015625,4,0,0,0.00460805853993795,M405T633_1: C20534,C20534,RC00524,C1x-C1y:*-O1a:C1y+C2x-C1y+C2x,,0
M118T902,118.085899353027,901.668,235402.4375,C00431,117.079,C5H11NO2,5-Aminopentanoate,[M+H]+,0,8,Ms1,0,0,0,0.231647908144854,34,0,0,0.0026472759104792,M116T931: C00763,C00763,RC00790,C1b-C1y:*-N1x:C1b+C6a-C1x+C6a N1a-N1x:*-C1y:C1b-C1x,,0
M118T902,118.085899353027,901.668,235402.4375,C15987,117.079,C5H11NO2,4-Methylaminobutyrate,[M+H]+,0,8,Ms1,0,0,0,1.35525271560688E-20,34,0,0,0.00505172772660223,M102T542: C00232,C00232,RC00225,C1b-C4a:N1b+*-*+O4a:C1b-C1b,,0
M517T903,517.303161621094,902.873,274142.375,C11991,516.2934,C26H44O10,L-Olivosyl-oleandolide,[M+H]+,0,4,Ms1,0,0,0,0.0625,3,0,0,0.00445661290309518,M386T336: C11990,C11990,RC00049,O1a-O2a:*-C1y:C1y-C1y,,0
M132T904,132.101501464844,904.09,585916.5625,C00407,131.0946,C6H13NO2,L-Isoleucine,[M+H]+,0,7,Ms2,1,1,1,0.619027870241513,47,0,0,0.000346665671930868,M132T871: C21092,C21092,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M132T904,132.101501464844,904.09,585916.5625,C02486,131.0946,C6H13NO2,(3R)-beta-Leucine,[M+H]+,0,7,Ms2,1,1,1,0.619027870241513,47,0,0,0.000346665671930868,M132T871: C00123,C00123,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T904,132.101501464844,904.09,585916.5625,C00123,131.0946,C6H13NO2,L-Leucine,[M+H]+,0,7,Ms2,1,1,1,0.619027870241513,47,0,0,0.000346665671930868,M132T871: C02486,C02486,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T904,132.101501464844,904.09,585916.5625,C21092,131.0946,C6H13NO2,D-allo-Isoleucine,[M+H]+,0,7,Ms2,1,1,1,0.619027870241513,47,0,0,0.000346665671930868,M132T871: C00407,C00407,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M132T904,132.101501464844,904.09,585916.5625,C02378,131.0946,C6H13NO2,6-Aminohexanoate,[M+H]+,0,7,Ms1,1,0.113050727315197,0,8.66219185671583E-19,47,0,0,0.0012173441381127,M114T710: C06593,C06593,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
M313T906,313.234954833984,906.301,471442.5625,C19827,294.2195,C18H30O3,Colneleate,[M+H+H2O]+,0,9,Ms2,0.975194236807312,0.946962543190552,0.428571428571429,4.04170406153888E-10,46,0,0,0.000630002871397028,M313T874: C14827,C14827,RC02103,C1b-C2b:*-*:C1b+C1c-C1b+C2b C1c-C2b:C2b-*:C1b+O2a-C2b+O2a C2b-C2b:C1c+*-*+O2a:C2b-C2b O2a-O2a:O1a+*-*+C2b:C1c-C2b,,0
M313T906,313.234954833984,906.301,471442.5625,C14831,312.2301,C18H32O4,8(R)-HPODE,[M+H]+,0,9,Ms2,0.975194236807312,0.946962543190552,0.428571428571429,7.43874727035671E-10,46,0,0,0.000631772653885809,M313T874: C20186,C20186,RC02707,C1b-C1c:*-O1a:C1b+C1b-C1b+C1b O1a-O1a:O2a+*-*+C1c:*-* O2a-O1a:O1a-*:C1c-C1c,,0
M313T906,313.234954833984,906.301,471442.5625,C20186,312.2301,C18H32O4,"5S,8R-DiHODE",[M+H]+,0,9,Ms2,0.975194236807312,0.946962543190552,0.428571428571429,7.43874727035671E-10,46,0,0,0.000631772653885809,M313T874: C14831,C14831,RC02707,C1b-C1c:*-O1a:C1b+C1b-C1b+C1b O1a-O1a:O2a+*-*+C1c:*-* O2a-O1a:O1a-*:C1c-C1c,,0
M313T906,313.234954833984,906.301,471442.5625,C07354,312.2301,C18H32O4,"(7S,8S)-DiHODE",[M+H]+,0,9,Ms2,0.975194236807312,0.946962543190552,0.428571428571429,7.43874727035671E-10,46,0,0,0.000631772653885809,M313T874: C14831,C14831,RC01737,C1b-C1c:*-O1a:C1b+C1c-C1b+C1c O1a-O1a:O2a+*-*+C1c:*-* O2a-O1a:O1a-*:C1c-C1c,,0
M313T906,313.234954833984,906.301,471442.5625,C14827,312.2301,C18H32O4,9(S)-HPODE,[M+H]+,0,9,Ms2,0.975194236807312,0.946962543190552,0.428571428571429,1.41336198136778E-09,46,0,0,0.000631772653673313,M313T874: C19827,C19827,RC02103,C1b-C2b:*-*:C1b+C1c-C1b+C2b C1c-C2b:C2b-*:C1b+O2a-C2b+O2a C2b-C2b:C1c+*-*+O2a:C2b-C2b O2a-O2a:O1a+*-*+C2b:C1c-C2b,,0
M339T906,339.250335693359,906.497,426829.59375,C04805,320.2351,C20H32O3,5(S)-HETE,[M+H+H2O]+,0,9,Ms1,0.469327730989998,0.166111371024191,0,0.25,2,0,0,0.00157031591151835,M355T730: C05356,C05356,RC00982,O1a-O2a:*-O1a:C1c-C1c,,0
M339T906,339.250335693359,906.497,426829.59375,C04742,320.2351,C20H32O3,"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate",[M+H+H2O]+,0,9,Ms1,0.233732421339047,0.830149254073151,0.166666666666667,0.25,2,0,0,0.00102856304226995,M319T1026: C04577,C04577,RC00241,C1c-C5a:*-*:C1b+C2b+O1a-C1b+C2b+O5a,,0
M317T908,317.267822265625,907.513,345945.6875,C19622,316.2614,C18H36O4,"9,10-Dihydroxystearate",[M+H]+,0,4,Ms2,0.560475504710826,0.934805911337064,0.142857142857143,0.560475504710826,2,0,0,0.000600910719688041,M299T979: C19418,C19418,RC01757,C1c-C1y:O1a+*-*+O2x:C1b+C1c-C1b+C1y O1a-O2x:*-C1y:C1c-C1y,,0
M150T908,150.057922363281,907.716,198863.640625,C00855,149.051,C5H11NO2S,D-Methionine,[M+H]+,0,6,Ms2,0.991798718657275,0.991798718657275,1,0.976255570124889,10,0,0,0.000301367125051133,M150T891: C00073,C00073,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a,,0
M150T908,150.057922363281,907.716,198863.640625,C00073,149.051,C5H11NO2S,L-Methionine,[M+H]+,0,6,Ms2,0.991798718657275,0.991798718657275,1,0.973150847938172,10,0,0,0.000301692174530688,M150T891: C00855,C00855,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a,,0
M282T908,282.278717041016,907.902,176340.515625,C19670,281.2719,C18H35NO,Oleamide,[M+H]+,0,4,Ms2,0.686764661371094,0.63340058828153,0.111111111111111,0.63340058828153,2,0,0,0.0006287612170226,M283T1033: C00712,C00712,RC00010,C5a-C6a:N1a+*-*+O6a:C1b+O5a-C1b+O6a,,0
M104T909,104.070442199707,908.533,507085.4375,C03284,103.0633,C4H9NO2,L-3-Aminoisobutanoate,[M+H]+,0,7,Ms1,0,0,0,6.103515625E-05,8,0,0,0.00553072352351935,M102T400: C06002,C06002,RC00160,C1b-C4a:N1a+*-*+O4a:C1c-C1c,,0
M104T909,104.070442199707,908.533,507085.4375,C00334,103.0633,C4H9NO2,4-Aminobutanoate,[M+H]+,0,7,Ms1,0,0,0,6.103515625E-05,8,0,0,0.00553072352351935,M102T400: C00232,C00232,RC00062,C1b-C4a:N1a+*-*+O4a:C1b-C1b,,0
M104T909,104.070442199707,908.533,507085.4375,C02356,103.0633,C4H9NO2,(S)-2-Aminobutanoate,[M+H]+,0,7,Ms1,0,0,0,0.061861582772015,8,0,0,0.00296044735719136,M102T794: C00109,C00109,RC00006,C1c-C5a:N1a+*-*+O5a:C1b+C6a-C1b+C6a,,0
M104T909,104.070442199707,908.533,507085.4375,C01205,103.0633,C4H9NO2,(R)-3-Amino-2-methylpropanoate,[M+H]+,0,7,Ms1,0,0,0,6.103515625E-05,8,0,0,0.00553072352351935,M102T400: C00349,C00349,RC00160,C1b-C4a:N1a+*-*+O4a:C1c-C1c,,0
M104T909,104.070442199707,908.533,507085.4375,C01026,103.0633,C4H9NO2,"N,N-Dimethylglycine",[M+H]+,0,7,Ms1,0,0,0,6.103515625E-05,8,0,0,0.00874322863018606,M118T75: C00719,C00719,RC00496,N1c-N1d:*-C1a:C1a+C1a+C1b-C1a+C1a+C1b,,0
M195T909,195.065185546875,908.723,399740,C00779,194.0579,C10H10O4,Scytalone,[M+H]+,0,3,Ms2,1,1,1,1,14,0,0,0.000281237283939806,M195T740: C01173,C01173,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M195T909,195.065185546875,908.723,399740,C01173,176.0473,C10H8O3,"1,3,8-Naphthalenertriol",[M+H+H2O]+,0,3,Ms2,1,1,1,1,14,0,0,0.000280393119384437,M195T740: C00779,C00779,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M337T909,337.104248046875,909.113,257638.71875,C12398,318.0892,C20H14O4,8-O-Methyltetrangulol,[M+H+H2O]+,0,10,Ms1,0,0,0,0.25,2,0,0,0.00419318920023781,M353T539: C12400,C12400,RC00269,C1a-C1b:*-O1a:C8y-C8y,,0
M279T910,279.158813476563,909.925,928318.25,C03343,278.1518,C16H22O4,2-Ethylhexyl phthalate,[M+H]+,0,3,Ms1,0.336504205274244,0.479719294547367,0.142857142857143,1.52587890625E-05,9,0,0,0.00117579235146614,M391T936: C03690,C03690,RC00020,O6a-O7a:*-C1b:C6a-C7a,,0
M412T911,412.377807617188,910.959,322258.9375,C05108,412.3705,C29H48O,14-Demethyllanosterol,[M]+,0,18,Ms1,0,0,0,0.25,2,0,0,0.00463352496266434,M461T795: C15808,C15808,RC01952,C1a-C6a:*+*-O6a+O6a:C1z-C1z,,0
M332T912,332.148803710938,912.169,391514.9375,C02717,313.1314,C18H19NO4,N-Feruloyltyramine,[M+H+H2O]+,0,3,Ms1,0,0,0,0.0625,3,0,0,0.00485562003050832,M138T226: C00483,C00483,RC00096,N1a-N1b:*-C5a:C1b-C1b,,0
M315T914,315.122436523438,913.58,496053.8125,C00921,314.1127,C14H14N6O3,Dihydropteroate,[M+H]+,0,6,Ms1,0,0,0,0.0625,3,0,0,0.00688474957944196,M137T138: C00568,C00568,RC00121,N1a-N1b:*-C1b:C8y-C8y,,0
M315T914,315.122436523438,913.58,496053.8125,C03995,296.1008,C13H16N2O6,4-Nitrophenyl-3-ketovalidamine,[M+H+H2O]+,0,10,Ms1,0,0,0,0.0625,3,0,0,0.0101490930994712,M139T135: C02126,C02126,RC00440,N1a-N1b:*-C1y:C8y-C8y,,0
M116T915,116.070442199707,914.599,565550.6875,C00763,115.0633,C5H9NO2,D-Proline,[M+H]+,0,6,Ms2,1,1,1,1,5,0,0,0.000296532607232391,M116T883: C00148,C00148,RC00479,C1y-C1y:*-*:C1x+C6a+N1x-C1x+C6a+N1x,,0
M116T915,116.070442199707,914.599,565550.6875,C00148,115.0633,C5H9NO2,L-Proline,[M+H]+,0,6,Ms2,1,1,1,1,5,0,0,0.000296532607232391,M116T883: C00763,C00763,RC00479,C1y-C1y:*-*:C1x+C6a+N1x-C1x+C6a+N1x,,0
M307T915,307.187957763672,915.179,172057.15625,C05141,288.1725,C18H24O3,Estriol,[M+H+H2O]+,0,10,Ms1,0.157956666014377,0.156147219008101,0,0.25,2,0,0,0.00464854550279648,M287T63: C05300,C05300,RC00261,C1y-C5x:*-*:C1y+C1z+O1a-C1y+C1z+O5x,,0
M391T917,391.283935546875,917.386,344655.28125,C03690,390.277,C24H38O4,Bis(2-ethylhexyl)phthalate,[M+H]+,0,2,Ms1,0.270245710030857,0.347268064601806,0.142857142857143,2.27373675443232E-13,22,0,0,0.00172708782040565,M279T514: C03343,C03343,RC00020,O6a-O7a:*-C1b:C6a-C7a,,0
M114T919,114.091033935547,918.805,235362.34375,C06593,113.0841,C6H11NO,epsilon-Caprolactam,[M+H]+,0,8,Ms1,0,0,0,5.28698233442128E-23,54,0,0,0.00340441579945594,M132T1044: C02378,C02378,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
M118T920,118.085998535156,919.816,195980.9375,C00431,117.079,C5H11NO2,5-Aminopentanoate,[M+H]+,0,7,Ms1,0.0569677699786529,1,0.2,0.234808355443072,12,0,0,0.00111870778912881,M116T621: C00763,C00763,RC00790,C1b-C1y:*-N1x:C1b+C6a-C1x+C6a N1a-N1x:*-C1y:C1b-C1x,,0
M410T921,410.325866699219,920.605,1398084.875,C20738,410.3185,C28H42O2,"6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol",[M]+,0,18,Ms2,0.539698855512835,0.747197789194143,0.285714285714286,0.273496733209455,4,0,0,0.0010743442943324,M410T805: C14155,C14155,RC01911,C1x-C2b:*-*:C1x+C1z-C1b+C2c C1z-C2c:O2x-*:C1a+C1b+C1x-C1a+C1b+C2b O2x-O1a:C1z-*:C8y-C8y,,0
M410T921,410.325866699219,920.605,1398084.875,C14155,410.3185,C28H42O2,gamma-Tocotrienol,[M]+,0,18,Ms2,0.539698855512835,0.747197789194143,0.285714285714286,0.273496733209455,4,0,0,0.0010743442943324,M410T805: C20738,C20738,RC01911,C1x-C2b:*-*:C1x+C1z-C1b+C2c C1z-C2c:O2x-*:C1a+C1b+C1x-C1a+C1b+C2b O2x-O1a:C1z-*:C8y-C8y,,0
M102T921,102.033721923828,920.819,1333241.125,C00109,102.0317,C4H6O3,2-Oxobutanoate,[M]+,0,20,Ms1,0,0,0,0.243287711984543,11,0,0,0.00542246964435233,M150T908: C00073,C00073,RC00348,C1a-C1b:*-S2a:C1b-C1b C5a-C1c:O5a+*-*+N1a:C1b+C6a-C1b+C6a,,0
M132T923,132.101715087891,923.106,852288.3125,C02378,131.0946,C6H13NO2,6-Aminohexanoate,[M+H]+,0,5,Ms1,1,0.113163100082701,0,1.38199862008811E-17,48,0,0,0.00115142828852921,M114T734: C06593,C06593,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
