id,mz,rt,intensity,KEGGId,exactMass,formula,name,precursorType,ppm,inferLevel,forward,reverse,jaccard,parentTrace,inferSize,score1,score2,pvalue,seed,partnerKEGGId,KEGG_reaction,reaction
M227T819,226.951675415039,818.59722,6365631.292892,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms1,0.210257775737044,0.224766933876405,0,7.07023395034121E-10,41,0,0,0.00270398165992214,M227T155: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T819,226.951675415039,818.59722,6365631.292892,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms1,0.210257775737044,0.224766933876405,0,7.07023395034121E-10,41,0,0,0.00268247060408333,M227T155: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M220T801,219.972381591797,800.97456,1117005.937256,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,14,Ms1,0.244502171210051,0.141588317740542,0,1.67220599617107E-24,41,0,0,0.00429960887953751,M163T455: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M163T157,162.973785400391,157.133898,3575364.408875,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.182171617401509,0.0525032623014951,0,1.67220599617107E-24,41,0,0,0.0106479724023643,M220T1046: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M220T999,219.972808470907,998.96136,25317151.25146,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,15,Ms1,0.0598464035448263,0.212309887534927,0,4.18051499042767E-25,42,0,0,0.0122415132137783,M163T157: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T430,226.951721191406,430.224114,4703034.498722,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms1,0.330860291816759,0.409458191501683,0.111111111111111,1.7675584875853E-10,42,0,0,0.00152877187108946,M227T819: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T430,226.951721191406,430.224114,4703034.498722,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms1,0.330860291816759,0.409458191501683,0.111111111111111,1.7675584875853E-10,42,0,0,0.0015196055813731,M227T819: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M181T169,180.984359741211,168.543126,3697628.964848,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H+H2O]+,11,Ms1,0.155676540930184,0.325831652533456,0,4.18051499042767E-25,42,0,0,0.00451982096753789,M220T801: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M220T975,219.972885131836,974.68794,7668827.24678,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.318668365194713,0.142866875903511,0,1.04512874760692E-25,43,0,0,0.00820449575171489,M181T169: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T705,226.951782226563,704.6811,6176160.792,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,2,Ms2,0.829616803571795,0.641073112320135,0.111111111111111,1.13313422084418E-10,43,0,0,0.000881161569642464,M227T430: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T705,226.951782226563,704.6811,6176160.792,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,2,Ms2,0.829616803571795,0.641073112320135,0.111111111111111,1.13313422084418E-10,43,0,0,0.000877144186873124,M227T430: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M181T467,180.984405517578,466.605204,6000181.863586,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H+H2O]+,12,Ms1,0.42454898682897,0.157932448700306,0,1.04512874760692E-25,43,0,0,0.00363472395277342,M220T999: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M220T824,219.972579956055,824.18004,1205956.29303,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,14,Ms1,0.194574440580154,0.319017681371097,0,2.6128218690173E-26,44,0,0,0.00391926108595619,M181T467: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T913,226.951507568359,912.99426,18852912.27869,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,0,Ms2,0.999945227128267,0.764162425889847,0.166666666666667,8.6589859505909E-11,44,0,0,0.000620508089228977,M227T705: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T913,226.951507568359,912.99426,18852912.27869,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.999945227128267,0.764162425889847,0.166666666666667,8.6589859505909E-11,44,0,0,0.000622897581936899,M227T705: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T972,162.973892211914,972.09006,8408736.014679,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.0921633170185828,0.200030865730016,0,2.6128218690173E-26,44,0,0,0.00333494228813525,M220T975: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M220T1023,219.972853473004,1023.27144,17870725.87579,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.213363858265369,0.0794527964462868,0,6.53205467254324E-27,45,0,0,0.00384594907101787,M163T972: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T967,226.951858520508,967.39314,10819749.07951,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,2,Ms1,0.248187342832227,0.996979805675004,0.166666666666667,2.16474648764772E-11,45,0,0,0.000859575872975915,M227T913: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T967,226.951858520508,967.39314,10819749.07951,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,2,Ms1,0.248187342832227,0.996979805675004,0.166666666666667,2.16474648764772E-11,45,0,0,0.00085570497813392,M227T913: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M181T490,180.984390258789,489.50223,4721107.611076,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H+H2O]+,12,Ms1,0.271605914864347,0.190086433393914,0,6.53205467254324E-27,45,0,0,0.00343266298761224,M220T824: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T1025,226.951549953155,1024.83264,4934949.653152,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms1,0.427614687467929,0.853213298618134,0.25,5.41186621911931E-12,46,0,0,0.0007726032016242,M227T967: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T1025,226.951549953155,1024.83264,4934949.653152,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms1,0.427614687467929,0.853213298618134,0.25,5.41186621911931E-12,46,0,0,0.000769303878920491,M227T967: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T410,162.97380065918,409.639284,4103260.419983,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.0861397004214952,0.147661967702786,0,1.63301366813581E-27,46,0,0,0.0070420187783049,M220T1023: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T1097,226.951705932617,1097.25624,4236242.409241,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.856563605178923,0.826519495692299,0.428571428571429,4.47301293818068E-12,47,0,0,0.000582357411574197,M227T1025: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T1097,226.951705932617,1097.25624,4236242.409241,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.856563605178923,0.826519495692299,0.428571428571429,4.47301293818068E-12,47,0,0,0.000580197085629397,M227T1025: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
