"mz","into"
56.9427467278865,8194301
56.943154309827,9711833
72.9372628943575,10144692
72.9378537508032,12681117
72.9396263632188,1764989.125
90.9482756319434,2845420
90.9490983485255,2030322.875
97.9695628978724,2226494.25
97.9704827017345,1443325.5
113.961088454153,9078721
113.963396404496,27698974
113.96455040596,26822328
113.966858461472,7961352.5
131.973236556342,3979734.25
131.974674650793,4356090.5
131.977550910214,1538056.25
