xcms_id,mz,rt,rtmin,rtmax,maxInto,nticks,baseline,noise,area,integration,snRatio
M380T705,380.2981,705.12,700.28,712.33,2090000,11,98300,1080000,8208378.65625,74.23,-9.5865
M380T705_1,380.2981,705.12,700.28,712.33,2090000,11,98300,1080000,8208378.65625,74.23,-9.5865
M189T535,189.1119,535.07,527.82,542.35,1470000,9,75900,683000,4315160.79296875,100,-8.8294
M189T84,189.1231,83.66,77.69,92.12,4380000,13,315000,4100000,10725213.0195313,17.31,-12.3748
M189T84_1,189.1231,83.66,82.46,100.67,4380000,16,315000,5040000,12737483.953125,18.27,-12.5281
M189T282,189.1231,282,280.77,288.03,2110000,7,315000,2210000,4823180.65234375,6.89,-12.6772
M189T294,189.1231,294.14,285.61,303.83,10600000,14,315000,4410000,28931563.7304688,56.88,-11.259
M189T710,189.1482,709.92,706.32,717.2,326000,10,44900,449000,1288640.6875,95.62,-8.4535
M189T710_1,189.1482,709.92,706.32,723.34,326000,14,44900,628000,1838435.5703125,87.81,-8.8751
M189T710_2,189.1482,709.92,706.32,717.2,326000,10,44900,449000,1288640.6875,95.62,-8.4535
M381T637,381.263,637.13,632.21,643.19,809000,9,54000,486000,2021805.27929688,80.19,-8.7096
M381T635,381.3105,634.63,631,646.87,1780000,12,134000,1610000,4400935.56445313,44.45,-10.4979
M381T750,381.3105,750.01,742.71,757.29,1180000,13,134000,1750000,5731260.37109375,55.55,-10.355
M190T346,190.0495,346.17,344.94,350.97,930000,6,139000,835000,2760918.5703125,37.87,-10.0009
M190T552,190.0495,552.04,547.2,559.36,1560000,11,139000,1530000,4388536.5703125,61.47,-10.1225
M190T282,190.1071,282,274.74,291.77,400000,7,67700,474000,1119970.8515625,38.97,-9.4063
M190T234,190.1436,233.57,222.64,240.81,1170000,13,122000,1580000,3539904.09765625,93.6,-9.734
M190T234_1,190.1436,233.57,226.3,240.81,1170000,10,122000,1220000,3064447.75390625,96.46,-9.4416
M190T234_2,190.1436,233.57,223.85,243.23,1170000,14,122000,1700000,3676052.75390625,92.57,-9.8192
M191T1048,190.9793,1048.38,1041.08,1048.38,533000,7,82500,577000,1578272.9453125,100,-8.661
M191T385,191.0912,384.87,383.66,402.97,2250000,10,179000,1790000,6298414.48828125,97.13,-9.8189
M191T82,191.1022,82.46,76.49,89.69,793000,9,95500,859000,2503988.7890625,100,-9.0586
M191T82_1,191.1022,82.46,76.49,89.69,793000,9,95500,859000,2503988.7890625,100,-9.0586
M383T761,383.1859,760.9,757.29,768.17,444000,9,96400,867000,2020693.26953125,83.01,-9.2542
M383T761_1,383.1859,760.9,757.29,768.17,444000,9,96400,867000,2020693.26953125,79.95,-9.2918
M383T761_2,383.1859,760.9,757.29,768.17,444000,9,96400,867000,2020693.26953125,96.94,-9.0991
M383T707,383.3259,707.5,702.7,712.33,1740000,9,61500,553000,4839345.19921875,100,-8.618
M192T427,192.0652,427.13,424.71,434.34,3980000,8,141000,1130000,9317273.21875,97.32,-9.357
M192T427_1,192.0652,427.13,424.71,434.34,3980000,8,141000,1130000,9317273.21875,98.2,-9.348
M192T437,192.0652,436.72,434.34,440.31,1400000,6,141000,845000,3113765.68359375,22.83,-10.5193
M385T340,384.7717,340.05,329.2,343.71,300000,6,50600,304000,766116.640625,100,-8.0189
M385T788,385.2364,787.54,780.31,792.38,1010000,11,132000,1450000,3437361.73828125,81.06,-9.795
M385T788_1,385.2364,787.54,780.31,798.4,1010000,16,132000,2120000,4546967.07421875,100,-9.9598
M385T788_2,385.2364,787.54,783.91,800.81,1010000,15,132000,1980000,4058317.203125,89.88,-10.0019
M385T997,385.3093,997.02,994.61,1004.33,3110000,9,92400,832000,9688171.5390625,100,-9.0265
M193T576,193.1309,576.3,573.86,579.91,134000,6,36700,220000,537772.27734375,98.97,-7.7065
M194T436,194.081,435.53,433.16,439.11,1920000,6,278000,1670000,4394522.96875,100,-9.722
M387T771,387.2523,770.6,764.53,777.87,1400000,12,75600,907000,7293068.328125,78.35,-9.3568
M388T771,388.2555,770.6,768.17,777.87,298000,9,74900,674000,1522361.6484375,79.85,-9.041
M195T33,195.0647,33.11,25.77,40.34,2180000,13,695000,9040000,21621146,19.76,-13.0329
M195T160,195.0647,160.46,153.15,167.78,2050000,13,695000,9040000,20239573.5,32.11,-12.5474
M195T513,195.0647,513.24,505.99,520.55,4150000,13,695000,9040000,34067437.875,11.93,-13.5377
M195T692,195.0647,691.75,684.51,699.07,14000000,13,695000,9040000,67308825.65625,26.44,-12.7419
M195T586,195.099,586.04,583.63,594.54,576000,7,64200,449000,1815506.8515625,66.67,-8.8153
M195T246,195.1236,245.66,244.45,258.96,275000,8,45100,361000,739926.20703125,51.64,-8.8512
M195T434,195.1377,434.34,433.16,440.31,545000,7,71100,497000,1682928.78515625,69.73,-8.8724
M389T317,389.2023,317.17,314.74,320.75,692000,6,60300,362000,1549697.1640625,96.91,-8.2245
M389T317_1,389.2023,317.17,314.74,320.75,692000,6,60300,362000,1549697.1640625,96.91,-8.2245
M389T411,389.2392,411.39,392.11,411.39,857000,8,57100,457000,1343107.765625,25.87,-9.7793
M389T677,389.2681,677.16,673.51,682.09,1430000,8,184000,1480000,4637014.8515625,2.51,-13.2833
M389T689,389.2681,689.35,685.71,691.75,1190000,6,184000,1110000,3216597.65625,1.68,-13.4002
M389T720,389.2681,719.64,714.76,722.14,763000,7,184000,1290000,2812173.1796875,1.27,-13.8318
M389T755,389.2681,754.85,752.43,759.69,1060000,7,184000,1290000,3381831.7109375,1.76,-13.5084
M389T784,389.2681,783.91,774.23,788.75,3530000,13,184000,2400000,17670229.3671875,11.88,-12.2153
M389T798,389.2681,798.4,789.96,802.02,1670000,11,184000,2030000,6727082.9921875,3.72,-13.2106
M389T847,389.2681,847.38,842.54,849.83,676000,7,184000,1290000,3168030.53125,1.45,-13.7002
M389T863,389.2681,863.17,859.5,868.01,4230000,8,184000,1480000,10160234.5507813,6.95,-12.2656
M389T881,389.2681,881.43,875.29,892.4,29300000,15,184000,2770000,88298792.3984375,66.23,-10.6404
M389T954,389.3045,954.4,953.21,959.25,523000,6,78600,472000,1437283.9609375,100,-8.4588
M196T514,196.0682,514.45,507.19,521.76,324000,13,69100,898000,2367519.421875,14.12,-11.061
M196T692,196.0682,691.75,686.92,701.49,1300000,13,69100,898000,5586996.31640625,42.7,-9.9539
M196T232,196.094,232.37,226.3,245.66,4140000,16,112000,1790000,13669485.8261719,43.27,-10.6307
M196T350,196.094,349.77,346.17,357.01,4180000,10,112000,1120000,16207104.3554688,52.91,-9.9596
M196T501,196.2056,501.02,497.41,508.4,13500000,10,122000,1220000,46890464.109375,86.97,-9.5513
M390T784,390.2715,783.91,775.44,789.96,868000,13,98700,1280000,3617481.51171875,9.41,-11.8238
M390T863,390.2715,863.17,852.26,866.79,742000,8,98700,790000,2107496.02929688,5.74,-11.8316
M390T881,390.2715,881.43,876.51,891.19,7650000,13,98700,1280000,21597373.7539063,76.56,-9.7269
M197T471,197.0782,470.63,460.96,474.27,859000,10,70800,708000,2584085.98046875,94.23,-8.9252
M197T471_1,197.0782,470.63,460.96,474.27,859000,10,70800,708000,2584085.98046875,94.23,-8.9252
M197T501,197.209,501.02,498.62,508.4,1730000,9,37300,336000,5134872.34375,98.19,-8.1367
M391T697,391.2832,696.63,691.75,700.28,3700000,8,160000,1280000,12157634.875,1.24,-13.8492
M391T718,391.2832,718.42,712.33,723.34,6250000,10,160000,1600000,24701125.53125,2.65,-13.3143
M391T752,391.2832,752.43,743.92,756.06,4720000,11,160000,1760000,18758019.75,1.94,-13.72
M391T812,391.2832,811.75,806.86,817.81,15900000,10,160000,1600000,54450037.71875,6.08,-12.4832
M391T841,391.2832,841.31,833.97,848.61,88900000,13,160000,2090000,356715553.75,61.54,-10.4309
M391T870,391.2832,870.41,864.38,877.72,52900000,12,160000,1930000,185304098.6875,22.66,-11.35
M391T894,391.2832,893.61,889.98,896,772000,6,160000,963000,3922979.375,0.29,-15.009
M391T928,391.2832,927.61,923.94,931.28,3890000,7,160000,1120000,11787760.453125,1.22,-13.7337
M198T558,197.8907,558.16,542.35,558.16,450000,6,40600,243000,648070.7265625,43.64,-8.6266
M198T558_1,197.8907,558.16,554.47,570.23,450000,7,40600,284000,653969.849609375,41.8,-8.8237
M198T61,198.061,60.92,57.34,66.94,1500000,9,328000,2950000,5892173.9375,100,-10.293
M198T75,198.0969,75.28,71.76,84.86,4490000,11,118000,1300000,15541648.953125,96.65,-9.5087
M392T879,392.2458,878.93,875.29,886.36,608000,8,96500,772000,1951362.8359375,76,-9.2264
M392T879_1,392.2458,878.93,875.29,886.36,608000,8,96500,772000,1951362.8359375,97.1,-8.9814
M392T697,392.2865,696.63,691.75,701.49,704000,9,82700,744000,2534266.2109375,0.89,-13.6394
M392T718,392.2865,718.42,711.14,724.56,1240000,12,82700,993000,5190580.7734375,2.05,-13.0894
M392T752,392.2865,752.43,743.92,757.29,897000,12,82700,993000,3953282.27734375,1.45,-13.4371
M392T812,392.2865,811.75,805.65,820.49,4260000,13,82700,1080000,13190917.703125,5.9,-12.1137
M392T841,392.2865,841.31,833.97,848.61,22800000,13,82700,1080000,92103112.375,64.62,-9.7196
M392T861,392.2865,860.71,854.66,865.59,477000,10,82700,827000,2587234.4765625,0.75,-13.9198
M392T870,392.2865,870.41,864.38,877.72,13700000,12,82700,993000,46532287.5234375,23.21,-10.6635
M392T928,392.2865,927.61,921.41,931.28,722000,8,82700,662000,2393831.51171875,0.87,-13.5421
M393T462,393.2122,462.15,456.07,471.83,894000,12,88500,1060000,2514903.5078125,85.24,-9.4304
M393T462_1,393.2122,462.15,456.07,471.83,894000,12,88500,1060000,2514903.5078125,85.24,-9.4304
M393T918,393.2606,917.78,910.53,921.41,336000,10,74300,743000,1508013.8828125,40.39,-9.8197
M393T975,393.2606,975.13,962.9,975.13,525000,6,74300,446000,987823.3984375,30.05,-9.6048
M393T975_1,393.2606,975.13,970.26,982.42,525000,9,74300,669000,1808174.64453125,58.91,-9.337
M393T975_2,393.2606,975.13,970.26,982.42,525000,9,74300,669000,1808174.64453125,58.91,-9.337
M393T646,393.2737,645.65,641.98,648.08,267000,6,39900,239000,785559.5625,100,-7.7797
M393T841,393.2894,841.31,833.97,846.17,2750000,10,254000,2540000,9478021.8984375,76.74,-10.406
M393T841_1,393.2894,841.31,833.97,848.61,2750000,12,254000,3040000,10016795.2109375,77.58,-10.5773
M393T924,393.2997,923.94,920.2,932.48,4630000,11,214000,2360000,13440157.25,83.93,-10.2423
M393T924_1,393.2997,923.94,923.94,931.28,4630000,7,214000,1500000,7777868.46875,14.49,-11.5469
M199T870,199.1686,870.41,865.59,875.29,2850000,9,623000,5610000,11718323.28125,4.28,-14.0842
M199T903,199.1686,903.27,896,910.53,13400000,13,623000,8100000,52984272.625,60,-11.8126
M394T924,394.3029,923.94,920.2,934.9,913000,12,88600,1060000,2978493.4375,93.47,-9.3396
M200T1048,200.0835,1048.38,1041.08,1048.38,579000,7,72300,506000,1679147.89453125,100,-8.5297
M200T1048_1,200.0835,1048.38,1041.08,1048.38,579000,7,72300,506000,1679147.89453125,100,-8.5297
M200T1048_2,200.0835,1048.38,1041.08,1048.38,579000,7,72300,506000,1679147.89453125,100,-8.5297
M200T903,200.1721,903.27,896,910.53,1610000,13,65000,845000,5366317.96875,68.3,-9.423
M395T688,395.2893,688.14,683.29,697.85,2020000,12,56600,679000,7789293.671875,93.22,-8.8929
M396T725,396.2406,724.56,722.14,731.78,215000,6,58100,348000,762567.51953125,58.4,-8.6936
M396T687,396.2935,686.92,684.51,692.94,354000,8,43200,345000,1420355.19140625,100,-8.1473
M202T63,201.5796,63.35,56.13,65.74,142000,6,37500,225000,484153.314453125,43.76,-8.5452
M202T65,201.5985,64.55,57.34,68.15,1260000,10,82500,825000,7610860.640625,38.4,-9.9754
M202T65_1,202.0556,64.55,56.13,66.94,844000,10,63000,630000,3708668.47265625,98.81,-8.7596
M202T73,201.5985,72.94,68.15,78.89,590000,9,82500,743000,3067577.58203125,4.28,-12.0636
M202T148,201.5985,148.31,144.64,150.73,432000,6,82500,495000,1443215.5,1.83,-12.5077
M202T1097,201.5985,1096.76,1092.43,1099.53,433000,8,82500,660000,2166826.046875,2.9,-12.3355
M202T1112,201.5985,1111.99,1106.26,1118.84,437000,14,82500,1160000,5238233.640625,14.98,-11.2531
M202T1160,201.5985,1159.74,1144.58,1163.46,425000,21,82500,1730000,7187096.55859375,10.1,-12.0525
M202T1165,201.5985,1165.3,1161.58,1174.46,437000,16,82500,1320000,5270040.98046875,6.8,-12.176
M202T1193,201.5985,1192.77,1186.02,1199.17,441000,13,82500,1070000,5186830.125,10.37,-11.5471
M202T223,201.6265,222.64,217.79,233.57,274000,8,42300,339000,885358.30078125,68.46,-8.5068
M202T62,201.9737,62.13,57.34,65.74,652000,8,61400,492000,2862410.53125,100,-8.5002
M202T541,202.1437,541.14,529.03,544.76,223000,6,46700,280000,647733.38671875,84.29,-8.1099
M202T87,202.1799,87.27,83.66,94.56,958000,10,124000,1240000,5775668.85546875,15.32,-11.2988
M202T181,202.1799,181.26,173.92,188.57,5000000,13,124000,1610000,33435885.28125,84.68,-9.8518
M202T185,202.1799,184.93,184.93,194.69,3430000,9,124000,1110000,7836067.296875,8.99,-11.7263
M397T879,397.2018,878.93,875.29,886.36,292000,7,60400,423000,1003570.03125,100,-8.3488
M397T879_1,397.2018,878.93,875.29,886.36,292000,7,60400,423000,1003570.03125,100,-8.3488
M397T879_2,397.2018,878.93,875.29,886.36,292000,7,60400,423000,1003570.03125,100,-8.3488
M398T820,398.3052,820.49,817.81,824.23,592000,6,105000,631000,1562986.203125,63.78,-9.1996
M203T73,203.0524,72.94,71.76,80.1,2100000,8,126000,1010000,8499453.921875,90.06,-9.3255
M203T75,203.0524,75.28,75.28,82.46,1520000,7,126000,884000,4274693.625,24.18,-10.5068
M203T598,203.1275,598.14,589.69,604.23,572000,12,90400,1090000,2789264.8046875,79.3,-9.5242
M203T598_1,203.1275,598.14,592.11,605.45,572000,12,90400,1090000,2933000.5625,83.86,-9.4681
M203T223,203.1383,222.64,215.35,226.3,1060000,10,138000,1380000,5348782.0546875,4.79,-12.5715
M203T236,203.1383,236,233.57,243.23,1810000,9,138000,1240000,4872274.328125,7.66,-11.9975
M203T236_1,203.1383,236,234.79,250.54,1810000,14,138000,1930000,7969538.42578125,6.66,-12.5795
M203T277,203.1383,277.15,274.74,288.03,4280000,11,138000,1520000,11002032.9804688,11.65,-11.7789
M203T293,203.1383,292.95,285.61,300.22,22600000,10,138000,1380000,65061873.6875,76.51,-9.8012
M203T181,203.1832,181.26,172.68,191,477000,15,75900,1140000,2644827.54101563,98.63,-9.3537
M203T181_1,203.1832,181.26,172.68,191,477000,15,75900,1140000,2644827.54101563,98.63,-9.3537
M204T81,204.0867,81.3,75.28,87.27,356000,11,72500,797000,1795155.06640625,66.64,-9.3896
M204T81_1,204.0867,81.3,81.3,87.27,356000,6,72500,435000,1112663.32421875,29.17,-9.6096
M204T321,204.1227,320.75,317.17,327.98,3000000,10,53300,533000,9611976.5859375,98.1,-8.6
M204T293,204.1419,292.95,286.81,299,2040000,9,67300,606000,5540754.17578125,93.73,-8.774
M204T293_1,204.1419,292.95,286.81,299,2040000,9,67300,606000,5540754.17578125,93.73,-8.774
M401T704,401.2766,703.9,699.07,713.54,531000,13,56100,729000,2559727.3046875,92.64,-8.9709
M401T704_1,401.2766,703.9,700.28,713.54,531000,12,56100,673000,2520441.828125,92.64,-8.8909
M401T940,401.2859,939.75,937.3,947.12,697000,7,76000,532000,1843560.99609375,66.04,-8.9937
M401T1010,401.3039,1010.41,1009.21,1020.18,300000,6,54700,328000,799362.58984375,39.25,-9.0309
M401T646,401.3361,645.65,641.98,648.08,282000,6,61000,366000,732618.20703125,39.26,-9.1395
M205T80,205.0857,80.1,72.94,82.46,557000,9,64300,579000,1552933.34375,6.73,-11.3621
M205T1017,205.0857,1016.51,1009.21,1022.64,3570000,12,64300,772000,10920907.109375,68.24,-9.3333
M205T330,205.0964,330.4,327.98,346.17,19600000,15,400000,6000000,50797811.0625,100,-11.0024
M205T181,205.1182,181.26,173.92,187.36,348000,12,77100,926000,1909932.90429688,60.47,-9.6361
M206T330,206.1,330.4,327.98,342.49,2270000,9,90400,814000,5397383.54296875,92.45,-9.0828
M206T1048,206.1299,1048.38,1041.08,1048.38,265000,7,40700,285000,1292209.31640625,88.72,-8.0751
M206T535,206.1383,535.07,532.64,544.76,633000,8,69200,554000,1711121.203125,99.59,-8.6232
M206T710,206.1746,709.92,707.5,713.54,268000,6,58200,349000,886376.109375,98.54,-8.1724
M206T710_1,206.1746,709.92,707.5,713.54,268000,6,58200,349000,886376.109375,98.54,-8.1724
M403T339,403.2178,338.86,337.65,344.94,697000,7,56700,397000,1701451.1328125,93.87,-8.3491
M403T624,403.2478,623.69,616.45,627.32,303000,10,63000,630000,1366297.70703125,49.26,-9.4564
M403T411,403.2543,411.39,404.18,415,1110000,10,119000,1190000,3159718.5,92.86,-9.4548
M403T411_1,403.2543,411.39,404.18,415,1110000,10,119000,1190000,3159718.5,82.74,-9.5703
M403T997,403.3196,997.02,993.37,1009.21,6650000,14,155000,2170000,22789408.7539063,100,-9.9828
M403T954,403.3571,954.4,951.95,960.47,193000,8,44400,355000,748326.251953125,94.03,-8.2376
M404T997,404.323,997.02,994.61,1007.97,1690000,10,199000,1990000,5681344.35546875,100,-9.8981
M405T334,405.2339,334,332.8,338.86,361000,6,62500,375000,887532.00390625,99.4,-8.2361
M405T635,405.2629,634.63,627.32,640.77,1740000,12,108000,1300000,5573697.97265625,28.74,-10.7207
M405T672,405.2629,672.3,659,677.16,1010000,16,108000,1740000,5312534.4140625,24.78,-11.1566
M405T692,405.2629,691.75,684.51,696.63,1370000,11,108000,1190000,4897849.7421875,24.98,-10.7739
M405T779,405.2629,779.09,774.23,782.71,784000,7,108000,759000,2228307.890625,10.2,-11.2173
M405T1004,405.2997,1004.33,1001.9,1011.63,1410000,8,154000,1240000,3918901.921875,96.92,-9.4534
M405T1004_1,405.2997,1004.33,1001.9,1011.63,1410000,8,154000,1240000,3918901.921875,96.92,-9.4534
M208T367,208.06,366.73,364.33,373.94,10200000,9,267000,2400000,42311983.0136719,99.47,-10.0911
M208T385,208.1178,384.87,383.66,392.11,2310000,8,181000,1450000,6145839.4375,100,-9.582
M406T635,406.2656,634.63,618.86,638.33,433000,7,69900,490000,1089102.765625,33.96,-9.5762
M406T863,406.2945,863.17,853.46,868.01,1540000,10,143000,1430000,3549758.22851563,2,-13.4805
M406T881,406.2945,881.43,875.29,888.78,37800000,12,143000,1720000,126374787.632813,97.64,-9.7757
M209T367,209.0634,366.73,357.01,376.38,915000,14,54400,761000,3716849.72851563,66.94,-9.3387
M209T367_1,209.0634,366.73,365.54,378.81,915000,12,54400,652000,3635122.484375,62.07,-9.2601
M407T655,407.2786,655.35,650.5,663.83,3420000,12,251000,3010000,12406921.453125,17.78,-12.0392
M407T677,407.2786,677.16,671.09,685.71,1180000,13,251000,3260000,6905452.46875,7.03,-13.0465
M407T723,407.2786,723.34,717.2,729.38,7360000,11,251000,2760000,22485912.15625,37.25,-11.2125
M407T756,407.2786,756.06,751.2,759.69,1830000,8,251000,2010000,6112902,7.71,-12.4699
M407T788,407.2786,787.54,780.31,789.96,1190000,9,251000,2260000,4591957.125,4.73,-13.0767
M407T798,407.2786,798.4,789.96,802.02,2880000,11,251000,2760000,9409983.15625,12.6,-12.2966
M407T806,407.2786,805.65,802.02,808.08,1460000,6,251000,1500000,3755709.578125,4.55,-12.7088
M407T881,407.2979,881.43,876.51,888.78,9760000,11,162000,1790000,30123754.4609375,99.46,-9.7965
M407T881_1,407.2979,881.43,881.43,892.4,9760000,10,162000,1620000,26262600.265625,52.64,-10.3374
M408T655,408.2819,655.35,651.71,663.83,682000,11,113000,1240000,2621641.2890625,17.63,-11.1588
M408T723,408.2819,723.34,719.64,729.38,1670000,9,113000,1010000,5010435.25390625,47.97,-9.9573
M408T798,408.2819,798.4,792.38,800.81,568000,8,113000,900000,1859582.84375,11.85,-11.2379
M408T812,408.3102,811.75,806.86,817.81,7940000,10,665000,6650000,21660374.6640625,7.23,-13.7318
M408T832,408.3102,831.52,825.43,837.59,11900000,11,665000,7310000,40170380.59375,14.5,-13.1309
M408T870,408.3102,870.41,864.38,883.87,19900000,17,665000,11300000,100980274.921875,39.18,-12.5726
M408T928,408.3102,927.61,921.41,938.52,25700000,15,665000,9970000,92794315.1015625,36.11,-12.5291
M408T88,408.3307,88.49,83.66,95.77,768000,10,77200,772000,2112413.265625,100,-8.9513
M408T88_1,408.3307,88.49,87.27,95.77,768000,7,77200,540000,1673089.609375,80.21,-8.8152
M210T275,210.1124,274.74,267.4,282,285000,9,66200,596000,1221740.48828125,90.96,-8.7879
M210T275_1,210.1124,274.74,267.4,282,285000,9,66200,596000,1221740.48828125,90.96,-8.7879
M210T275_2,210.1124,274.74,267.4,282,285000,9,66200,596000,1221740.48828125,90.96,-8.7879
M210T275_3,210.1124,274.74,267.4,282,285000,9,66200,596000,1221740.48828125,86.15,-8.8421
M210T315,210.1234,314.74,311.07,320.75,456000,9,83400,750000,1924791.70703125,100,-8.9233
M409T697,409.2941,696.63,694.14,700.28,354000,6,79000,474000,1174260.578125,4.04,-11.6733
M409T720,409.2941,719.64,714.76,726.95,4980000,11,79000,869000,16781047.0625,97.78,-9.0927
M409T812,409.3136,811.75,809.3,815.38,1930000,6,154000,923000,4526550.3125,6.79,-11.8191
M409T832,409.3136,831.52,826.63,836.39,2900000,9,154000,1380000,8827503.59375,14.16,-11.49
M409T870,409.3136,870.41,865.59,881.43,4740000,13,154000,2000000,22943884.6132813,39.66,-10.8279
M409T928,409.3136,927.61,923.94,937.3,6580000,12,154000,1850000,21932505.328125,38.06,-10.789
M409T1003,409.346,1003.13,999.47,1005.56,299000,6,66700,400000,884186.076171875,93.38,-8.3635
M211T502,211.0962,502.28,499.82,507.19,785000,7,78300,548000,2147622.9140625,61.88,-9.0889
M211T535,211.0962,535.07,524.18,538.68,387000,7,78300,548000,1252763,29.5,-9.8294
M211T751,211.1803,751.2,747.55,759.69,784000,11,115000,1260000,2719233.43359375,88,-9.572
M410T621,410.2197,621.28,613.98,627.32,204000,8,47300,379000,931643.08984375,100,-8.239
M410T681,410.2892,680.88,678.41,688.14,220000,7,42300,296000,628902.3125,94.77,-8.047
M410T681_1,410.2892,680.88,678.41,688.14,220000,7,42300,296000,628902.3125,100,-7.9933
M410T720,410.2975,719.64,714.76,723.34,922000,8,114000,909000,3264525.94921875,100,-9.1151
M212T257,212.0916,256.55,250.54,260.16,406000,7,51700,362000,988292.642578125,97.34,-8.2204
M212T257_1,212.0916,256.55,250.54,260.16,406000,7,51700,362000,988292.642578125,97.34,-8.2204
M411T881,411.2496,881.43,876.51,888.78,6500000,11,148000,1620000,25021645.171875,95.71,-9.7392
M411T924,411.3294,923.94,920.2,931.28,755000,9,122000,1100000,2403817.3359375,79.33,-9.533
M412T655,412.2351,655.35,651.71,662.6,1900000,10,71200,712000,6477537.984375,96.06,-8.9112
M412T881,412.2527,881.43,877.72,888.78,1180000,10,109000,1090000,5076053.84375,100,-9.2999
M412T703,412.3047,702.7,697.85,708.72,2410000,10,198000,1980000,8062775.578125,99.61,-9.8976
M412T703_1,412.3047,702.7,702.7,711.14,2410000,8,198000,1580000,4534241.6875,15.02,-11.5666
M213T386,213.0729,386.07,382.46,390.89,2900000,8,220000,1760000,6928810.97851563,100,-9.7761
M213T434,213.1483,434.34,433.16,450.04,2470000,12,56200,675000,7863756.3046875,79.99,-9.0399
M213T717,213.1483,717.2,714.76,730.57,371000,10,56200,562000,1428597.2109375,10.44,-10.894
M413T655,413.2387,655.35,652.92,659,263000,6,48900,294000,816136.72265625,85.66,-8.1397
M413T812,413.2652,811.75,806.86,820.49,3920000,12,55500,666000,12999307.125,15.21,-10.6867
M413T833,413.2652,832.75,825.43,840.02,6650000,13,55500,721000,26931354.546875,33.89,-9.966
M413T873,413.2652,872.86,866.79,880.13,5880000,12,55500,666000,35383344.671875,43.17,-9.6437
M413T889,413.2652,888.78,881.43,896,224000,13,55500,721000,2148106.8125,2.07,-12.7608
M413T928,413.2652,927.61,921.41,936.09,1590000,12,55500,666000,4614043.7734375,4.86,-11.8287
M413T701,413.3083,701.49,697.85,707.5,512000,8,74000,592000,1509182.91210938,100,-8.6858
M214T469,214.1435,469.37,468.16,475.49,253000,6,45100,271000,660276.65234375,100,-7.9039
M414T845,414.2306,844.98,843.79,849.83,463000,6,44900,269000,1335047.12109375,100,-7.8984
M414T832,414.2684,831.52,829.11,838.79,1410000,9,202000,1820000,5585320.046875,39.06,-10.7495
M414T869,414.2684,869.19,866.79,876.51,1360000,9,202000,1820000,6589963.69921875,47.8,-10.5475
M414T869_1,414.2684,869.19,866.79,880.13,1360000,12,202000,2430000,7323538.87109375,47.8,-10.8352
M414T1006,414.4299,1005.56,998.26,1012.85,1080000,13,262000,3410000,9439008.75,100,-10.4361
M215T261,215.1387,261.36,254.16,267.4,359000,12,126000,1510000,3037431.9375,94.88,-9.6752
M215T31,215.1638,30.65,23.23,37.93,310000,13,103000,1340000,2971037.953125,23.02,-10.9687
M215T174,215.1638,173.92,166.56,181.26,324000,13,103000,1340000,2785264,26,-10.847
M215T912,215.1638,911.74,906.88,916.58,822000,9,103000,925000,2752885.3359375,8.07,-11.6497
M215T942,215.1638,942.26,931.28,947.12,1330000,14,103000,1440000,5070728.76953125,16.03,-11.4045
M415T875,415.2104,875.29,874.09,881.43,1810000,7,84200,590000,4132976.54296875,100,-8.6821
M415T875_1,415.2104,875.29,874.09,881.43,1810000,7,84200,590000,4132976.54296875,82.19,-8.8782
M415T853,415.2815,853.46,848.61,861.95,512000,11,68800,757000,2078173.234375,57.15,-9.4915
M415T853_1,415.2815,853.46,849.83,866.79,512000,12,68800,826000,2096209.26367188,49.18,-9.7287
M415T924,415.2815,923.94,920.2,931.28,408000,9,68800,619000,1609404.57421875,43.72,-9.5586
M415T924_1,415.2815,923.94,921.41,932.48,408000,9,68800,619000,1396188.7734375,21.08,-10.2879
M415T981,415.3022,981.2,978.77,986.06,975000,7,116000,812000,2654191.09375,99.8,-9.0045
M415T981_1,415.3022,981.2,978.77,986.06,975000,7,116000,812000,2654191.09375,95.01,-9.0537
M416T807,416.3148,806.86,799.61,810.52,4210000,10,204000,2040000,14425255.421875,66.52,-10.332
M416T820,416.3148,820.49,815.38,824.23,1260000,8,204000,1630000,3782863.90234375,13.62,-11.6949
M417T655,417.1905,655.35,651.71,663.83,633000,10,79800,798000,2168881.5078125,99.93,-8.9851
M417T665,417.2622,665.04,659,672.3,484000,9,51900,467000,1666124.68359375,97.57,-8.4732
M417T932,417.2945,932.48,922.68,936.09,748000,9,59300,534000,2160614.34375,97.66,-8.6068
M417T932_1,417.2945,932.48,922.68,936.09,748000,9,59300,534000,2160614.34375,97.66,-8.6068
M417T807,417.3182,806.86,794.77,811.75,992000,14,114000,1600000,4159037.703125,86.68,-9.825
M417T807_1,417.3182,806.86,799.61,811.75,992000,10,114000,1140000,3387828.6640625,95.54,-9.3912
M417T807_2,417.3182,806.86,800.81,811.75,992000,9,114000,1030000,3305476.6484375,84.54,-9.4082
M217T513,217.0468,513.24,505.99,520.55,729000,13,65900,857000,4238049.7890625,23.32,-10.512
M217T692,217.0468,691.75,685.71,702.7,2250000,15,65900,989000,9902306.03515625,58.91,-9.7286
M217T757,217.1431,757.29,754.85,762.1,657000,7,114000,800000,1959440.42578125,98.42,-9.0025
M217T258,217.1543,257.75,250.54,267.4,7720000,14,121000,1700000,18866780.7070313,87.53,-9.8714
