ID,class,category,subcategory,order,entry,name
C19003,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19003,Leptophos
C19004,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19004,Lythidathion
C19005,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19005,Mecarphon
C19006,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19006,Menazon
C19007,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19007,Mephosfolan
C19008,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19008,Mipafox
C18984,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C18984,Oxydeprofos
C19009,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19009,Oxydisulfoton
C19010,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19010,Phenkapton
C19011,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19011,Phosfolan
C19012,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19012,Pirimiphos-ethyl
C19013,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19013,Propaphos
C19014,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19014,Prothoate
C18981,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C18981,Salithion
C19015,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19015,Schradan
C19148,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19148,S-Seven
C19016,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19016,Sulprofos
C19017,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19017,TEPP
C19018,Obsolete pesticides,Insecticides,Organophosphorus insecticides,,C19018,Trichloronat
C19019,Obsolete pesticides,Insecticides,Acaricides,,C19019,Aramite
C13619,Obsolete pesticides,Insecticides,Acaricides,,C13619,Arsenous oxide
C19020,Obsolete pesticides,Insecticides,Acaricides,,C19020,Azothoate
C19021,Obsolete pesticides,Insecticides,Acaricides,,C19021,Benzoximate
C19022,Obsolete pesticides,Insecticides,Acaricides,,C19022,Binapacryl
C19023,Obsolete pesticides,Insecticides,Acaricides,,C19023,Chlorfenethol
C19024,Obsolete pesticides,Insecticides,Acaricides,,C19024,Chlorfenson
C19025,Obsolete pesticides,Insecticides,Acaricides,,C19025,Chlorfensulphide
C19037,Obsolete pesticides,Insecticides,Acaricides,,C19037,Chloromebuform
C19026,Obsolete pesticides,Insecticides,Acaricides,,C19026,Chloromethiuron
C14574,Obsolete pesticides,Insecticides,Acaricides,,C14574,Chlorobenzilate
C19027,Obsolete pesticides,Insecticides,Acaricides,,C19027,Chloropropylate
C19028,Obsolete pesticides,Insecticides,Acaricides,,C19028,Dialifor
C19038,Obsolete pesticides,Insecticides,Acaricides,,C19038,Dinex
C19029,Obsolete pesticides,Insecticides,Acaricides,,C19029,Fenazaflor
C19030,Obsolete pesticides,Insecticides,Acaricides,,C19030,Fenson
C19031,Obsolete pesticides,Insecticides,Acaricides,,C19031,Fluenetil
C19032,Obsolete pesticides,Insecticides,Acaricides,,C19032,Tetrasul
C19035,Obsolete pesticides,Insecticides,Nematicides,,C19035,Diamidafos
C19036,Obsolete pesticides,Insecticides,Nematicides,,C19036,Thionazin
C14746,Obsolete pesticides,Insecticides,Others,,C14746,Chlordimeform
C10989,Obsolete pesticides,Insecticides,Others,,C10989,Fluvalinate
C19039,Obsolete pesticides,Insecticides,Others,,C19039,Malonoben
C08705,Obsolete pesticides,Insecticides,Others,,C08705,Ryanodine
C08142,Obsolete pesticides,Insecticides,Others,,C08142,Sodium fluoride
C19040,Obsolete pesticides,Insecticides,Others,,C19040,Sodium hexafluorosilicate
C19042,Obsolete pesticides,Insect growth regulators,Juvenile hormone mimics,,C19042,Kinoprene
C19041,Obsolete pesticides,Insect growth regulators,Mite growth regulators,,C19041,Flubenzimine
C14532,Obsolete pesticides,Plant growth regulators,Auxins,,C14532,Fenoprop
C07100,Obsolete pesticides,Plant growth regulators,Auxins,,C07100,"2,4,5-Trichlorophenoxyacetic acid"
C19132,Obsolete pesticides,Plant growth regulators,Growth inhibitors / retardants,,C19132,Glyphosine
C19133,Obsolete pesticides,Plant growth regulators,Growth inhibitors / retardants,,C19133,Piproctanyl
C19131,Obsolete pesticides,Plant growth regulators,Others,,C19131,Etacelasil
C19134,Obsolete pesticides,Plant growth regulators,Others,,C19134,Heptopargil
C19135,Obsolete pesticides,Plant growth regulators,Others,,C19135,Triapenthenol
C16805,Obsolete pesticides,Rodenticides,Coumarin rodenticides,,C16805,Coumachlor
C18599,Obsolete pesticides,Rodenticides,Coumarin rodenticides,,C18599,Coumafuryl
C19136,Obsolete pesticides,Rodenticides,Others,,C19136,ANTU
C19137,Obsolete pesticides,Rodenticides,Others,,C19137,Bisthiosemi
C19138,Obsolete pesticides,Rodenticides,Others,,C19138,Crimidine
C19139,Obsolete pesticides,Rodenticides,Others,,C19139,Norbormide
C19140,Obsolete pesticides,Rodenticides,Others,,C19140,Phosacetim
C19141,Obsolete pesticides,Rodenticides,Others,,C19141,Pindone
C08880,Obsolete pesticides,Rodenticides,Others,,C08880,Scilliroside
C01998,Obsolete pesticides,Others,Fumigants,,C01998,Acrylonitrile
C19033,Obsolete pesticides,Others,Fumigants,,C19033,Carbon disulfide
C19034,Obsolete pesticides,Others,Fumigants,,C19034,"1,2-Dichloropropane"
C00829,Obsolete pesticides,Others,Fumigants,,C00829,Naphthalene
C19142,Obsolete pesticides,Others,Insect repellents,,C19142,Butopyronoxyl
C14214,Obsolete pesticides,Others,Insect repellents,,C14214,Dibutyl phthalate
C19143,Obsolete pesticides,Others,Insect repellents,,C19143,Dibutyl succinate
C14271,Obsolete pesticides,Others,Insect repellents,,C14271,Ethohexadiol
C19144,Obsolete pesticides,Others,Molluscacide,,C19144,Trifenmorph
C19147,Obsolete pesticides,Others,Synergists,,C19147,Piperonyl sulfoxide
C19145,Obsolete pesticides,Others,Synergists,,C19145,Propyl isome
C19146,Obsolete pesticides,Others,Synergists,,C19146,Sesamex
