ID,class,category,subcategory,order,entry,name
C18498,Pesticides,Fungicides,Aliphatic nitrogen fungicides,,C18498,Cymoxanil
C18723,Pesticides,Fungicides,Aliphatic nitrogen fungicides,,C18723,Dodine
C18568,Pesticides,Fungicides,Aliphatic nitrogen fungicides,,C18568,Iminoctadine acetate
C18581,Pesticides,Fungicides,Amide fungicides,,C18581,Amisulbrom
C10929,Pesticides,Fungicides,Amide fungicides,,C10929,Benalaxyl
C18547,Pesticides,Fungicides,Amide fungicides,,C18547,Boscalid
C11255,Pesticides,Fungicides,Amide fungicides,,C11255,Carboxin
C10932,Pesticides,Fungicides,Amide fungicides,,C10932,Carpropamid
C18573,Pesticides,Fungicides,Amide fungicides,,C18573,Cyazofamid
C18516,Pesticides,Fungicides,Amide fungicides,,C18516,Cyflufenamid
C18820,Pesticides,Fungicides,Amide fungicides,,C18820,Dichlofluanid
C18518,Pesticides,Fungicides,Amide fungicides,,C18518,Diclocymet
C18833,Pesticides,Fungicides,Amide fungicides,,C18833,Fenfuram
C18593,Pesticides,Fungicides,Amide fungicides,,C18593,Fenhexamid
C18519,Pesticides,Fungicides,Amide fungicides,,C18519,Fenoxanil
C18464,Pesticides,Fungicides,Amide fungicides,,C18464,Fluopicolide
C18521,Pesticides,Fungicides,Amide fungicides,,C18521,Flusulfamide
C18502,Pesticides,Fungicides,Amide fungicides,,C18502,Flutolanil
C10941,Pesticides,Fungicides,Amide fungicides,,C10941,Furalaxyl
C18503,Pesticides,Fungicides,Amide fungicides,,C18503,Furametpyr
C18522,Pesticides,Fungicides,Amide fungicides,,C18522,Mandipropamid
C18548,Pesticides,Fungicides,Amide fungicides,,C18548,Mepronil
C18626,Pesticides,Fungicides,Amide fungicides,,C18626,Metalaxyl-M
C18800,Pesticides,Fungicides,Amide fungicides,,C18800,Ofurace
C18753,Pesticides,Fungicides,Amide fungicides,,C18753,Oxadixyl
C10956,Pesticides,Fungicides,Amide fungicides,,C10956,Oxycarboxin
C18480,Pesticides,Fungicides,Amide fungicides,,C18480,Pefurazoate
C18482,Pesticides,Fungicides,Amide fungicides,,C18482,Penthiopyrad
C11182,Pesticides,Fungicides,Amide fungicides,,C11182,Prochloraz
C18550,Pesticides,Fungicides,Amide fungicides,,C18550,Tiadinil
C18899,Pesticides,Fungicides,Amide fungicides,,C18899,Tolylfluanid
C10960,Pesticides,Fungicides,Amide fungicides,,C10960,Triforine
C18903,Pesticides,Fungicides,Amide fungicides,,C18903,Zoxamide
C02010,Pesticides,Fungicides,Antibiotic fungicides,,C02010,Blasticidin S
C17968,Pesticides,Fungicides,Antibiotic fungicides,,C17968,Kasugamycin
C08073,Pesticides,Fungicides,Antibiotic fungicides,,C08073,Natamycin
C06624,Pesticides,Fungicides,Antibiotic fungicides,,C06624,Oxytetracycline
C00413,Pesticides,Fungicides,Antibiotic fungicides,,C00413,Streptomycin
C12112,Pesticides,Fungicides,Antibiotic fungicides,,C12112,Validamycin A
C10896,Pesticides,Fungicides,Carbamate fungicides,,C10896,Benomyl
C18415,Pesticides,Fungicides,Carbamate fungicides,,C18415,Benthiavalicarb isopropyl
C10897,Pesticides,Fungicides,Carbamate fungicides,,C10897,Carbendazim
C11077,Pesticides,Fungicides,Carbamate fungicides,,C11077,Diethofencarb
C18866,Pesticides,Fungicides,Carbamate fungicides,,C18866,Iprovalicarb
C18421,Pesticides,Fungicides,Carbamate fungicides,,C18421,Propamocarb hydrochloride
C18885,Pesticides,Fungicides,Carbamate fungicides,,C18885,Propamocarb
C22042,Pesticides,Fungicides,Carbamate fungicides,,C22042,Pyribencarb
C14432,Pesticides,Fungicides,Carbamate fungicides,,C14432,Thiophanate-methyl
C18701,Pesticides,Fungicides,Conazole fungicides,,C18701,Azaconazole
C18704,Pesticides,Fungicides,Conazole fungicides,,C18704,Bromuconazole
C18459,Pesticides,Fungicides,Conazole fungicides,,C18459,Difenoconazole
C18456,Pesticides,Fungicides,Conazole fungicides,,C18456,Cyproconazole
C18720,Pesticides,Fungicides,Conazole fungicides,,C18720,Diniconazole
C18739,Pesticides,Fungicides,Conazole fungicides,,C18739,Enilconazole
C18461,Pesticides,Fungicides,Conazole fungicides,,C18461,Fenbuconazole
C18733,Pesticides,Fungicides,Conazole fungicides,,C18733,Flusilazole
C18734,Pesticides,Fungicides,Conazole fungicides,,C18734,Flutriafol
C18466,Pesticides,Fungicides,Conazole fungicides,,C18466,Hexaconazole
C18468,Pesticides,Fungicides,Conazole fungicides,,C18468,Imibenconazole
C18471,Pesticides,Fungicides,Conazole fungicides,,C18471,Ipconazole
C18476,Pesticides,Fungicides,Conazole fungicides,,C18476,Metconazole
C18477,Pesticides,Fungicides,Conazole fungicides,,C18477,Myclobutanil
C18572,Pesticides,Fungicides,Conazole fungicides,,C18572,Oxpoconazole fumarate
C18801,Pesticides,Fungicides,Conazole fungicides,,C18801,Penconazole
C11121,Pesticides,Fungicides,Conazole fungicides,,C11121,Propiconazole
C18888,Pesticides,Fungicides,Conazole fungicides,,C18888,Prothioconazole
C18544,Pesticides,Fungicides,Conazole fungicides,,C18544,Simeconazole
C18489,Pesticides,Fungicides,Conazole fungicides,,C18489,Tebuconazole
C18490,Pesticides,Fungicides,Conazole fungicides,,C18490,Tetraconazole
C11156,Pesticides,Fungicides,Conazole fungicides,,C11156,Triadimefon
C11127,Pesticides,Fungicides,Conazole fungicides,,C11127,Triadimenol
C18493,Pesticides,Fungicides,Conazole fungicides,,C18493,Triflumizole
C18815,Pesticides,Fungicides,Conazole fungicides,,C18815,Triticonazole
C18494,Pesticides,Fungicides,Conazole fungicides,,C18494,Uniconazole P
C18712,Pesticides,Fungicides,Copper fungicides,,C18712,Copper hydroxide
C18713,Pesticides,Fungicides,Copper fungicides,,C18713,Copper sulfate
C18714,Pesticides,Fungicides,Copper fungicides,,C18714,Cuprous oxide
C18879,Pesticides,Fungicides,Copper fungicides,,C18879,Oxine-copper
C18754,Pesticides,Fungicides,Dicarboximide fungicides,,C18754,Captafol
C14438,Pesticides,Fungicides,Dicarboximide fungicides,,C14438,Captan
C10979,Pesticides,Fungicides,Dicarboximide fungicides,,C10979,Chlozolinate
C18591,Pesticides,Fungicides,Dicarboximide fungicides,,C18591,Famoxadone
C18551,Pesticides,Fungicides,Dicarboximide fungicides,,C18551,Fluoroimide
C18860,Pesticides,Fungicides,Dicarboximide fungicides,,C18860,Folpet
C11208,Pesticides,Fungicides,Dicarboximide fungicides,,C11208,Iprodione
C10986,Pesticides,Fungicides,Dicarboximide fungicides,,C10986,Procymidone
C10981,Pesticides,Fungicides,Dicarboximide fungicides,,C10981,Vinclozolin
C18449,Pesticides,Fungicides,Dithiocarbamate fungicides,,C18449,Amobam
C18457,Pesticides,Fungicides,Dithiocarbamate fungicides,,C18457,Dazomet
C11223,Pesticides,Fungicides,Dithiocarbamate fungicides,,C11223,Ferbam
C15231,Pesticides,Fungicides,Dithiocarbamate fungicides,,C15231,Maneb
C15225,Pesticides,Fungicides,Dithiocarbamate fungicides,,C15225,Manzeb
C18424,Pesticides,Fungicides,Dithiocarbamate fungicides,,C18424,Metam-sodium
C18144,Pesticides,Fungicides,Dithiocarbamate fungicides,,C18144,Metiram
C18748,Pesticides,Fungicides,Dithiocarbamate fungicides,,C18748,Nabam
C18450,Pesticides,Fungicides,Dithiocarbamate fungicides,,C18450,Propineb
C18628,Pesticides,Fungicides,Dithiocarbamate fungicides,,C18628,Thiadiazin
C11160,Pesticides,Fungicides,Dithiocarbamate fungicides,,C11160,Thiram
C15232,Pesticides,Fungicides,Dithiocarbamate fungicides,,C15232,Zineb
C15229,Pesticides,Fungicides,Dithiocarbamate fungicides,,C15229,Ziram
C00087,Pesticides,Fungicides,Inorganic fungicides,,C00087,Sulfur
C13377,Pesticides,Fungicides,Inorganic fungicides,,C13377,Mercuric chloride
C18670,Pesticides,Fungicides,Inorganic fungicides,,C18670,Mercuric oxide
C18583,Pesticides,Fungicides,Morpholine fungicides,,C18583,Dimethomorph
C18786,Pesticides,Fungicides,Morpholine fungicides,,C18786,Dodemorph
C18787,Pesticides,Fungicides,Morpholine fungicides,,C18787,Fenpropimorph
C18445,Pesticides,Fungicides,Organochlorine fungicides,,C18445,Chloropicrin
C11037,Pesticides,Fungicides,Organochlorine fungicides,,C11037,Chlorothalonil
C14292,Pesticides,Fungicides,Organochlorine fungicides,,C14292,Dichlorophen
C11042,Pesticides,Fungicides,Organochlorine fungicides,,C11042,Hexachlorobenzene
C18611,Pesticides,Fungicides,Organochlorine fungicides,,C18611,Phthalide
C14338,Pesticides,Fungicides,Organochlorine fungicides,,C14338,Quintozene
C18897,Pesticides,Fungicides,Organochlorine fungicides,,C18897,Tecnazene
C14436,Pesticides,Fungicides,Organophosphorus fungicides,,C14436,Edifenphos
C18401,Pesticides,Fungicides,Organophosphorus fungicides,,C18401,Fosetyl
C15230,Pesticides,Fungicides,Organophosphorus fungicides,,C15230,Iprobenfos
C18761,Pesticides,Fungicides,Organophosphorus fungicides,,C18761,Pyrazophos
C18407,Pesticides,Fungicides,Organophosphorus fungicides,,C18407,Tolclofos-methyl
C18728,Pesticides,Fungicides,Organotin fungicides,,C18728,Fentin acetate
C18729,Pesticides,Fungicides,Organotin fungicides,,C18729,Fentin hydroxide
C18578,Pesticides,Fungicides,Pyridine fungicides,,C18578,Fluazinam
C22042,Pesticides,Fungicides,Pyridine fungicides,,C22042,Pyribencarb
C18804,Pesticides,Fungicides,Pyridine fungicides,,C18804,Pyrifenox
C10914,Pesticides,Fungicides,Pyrimidine fungicides,,C10914,Cyprodinil
C18776,Pesticides,Fungicides,Pyrimidine fungicides,,C18776,Bupirimate
C11226,Pesticides,Fungicides,Pyrimidine fungicides,,C11226,Fenarimol
C18579,Pesticides,Fungicides,Pyrimidine fungicides,,C18579,Ferimzone
C10919,Pesticides,Fungicides,Pyrimidine fungicides,,C10919,Mepanipyrim
C11185,Pesticides,Fungicides,Pyrimidine fungicides,,C11185,Nuarimol
C11180,Pesticides,Fungicides,Pyrimidine fungicides,,C11180,Pyrimethanil
C18574,Pesticides,Fungicides,Quinone fungicides,,C18574,Dithianon
C11342,Pesticides,Fungicides,Quinone fungicides,,C11342,Oxolinic acid
C18558,Pesticides,Fungicides,Strobilurin fungicides,,C18558,Azoxystrobin
C11017,Pesticides,Fungicides,Strobilurin fungicides,,C11017,Kresoxim-methyl
C18559,Pesticides,Fungicides,Strobilurin fungicides,,C18559,Metominostrobin
C18560,Pesticides,Fungicides,Strobilurin fungicides,,C18560,Orysastrobin
C18561,Pesticides,Fungicides,Strobilurin fungicides,,C18561,Pyraclostrobin
C22042,Pesticides,Fungicides,Strobilurin fungicides,,C22042,Pyribencarb
C18562,Pesticides,Fungicides,Strobilurin fungicides,,C18562,Trifloxystrobin
C18752,Pesticides,Fungicides,Thiazole fungicides,,C18752,Octhilinone
C07131,Pesticides,Fungicides,Thiazole fungicides,,C07131,Thiabendazole
C18505,Pesticides,Fungicides,Thiazole fungicides,,C18505,Thifluzamide
C06588,Pesticides,Fungicides,Others,,C06588,Biphenyl
C11258,Pesticides,Fungicides,Others,,C11258,Bitertanol
C13034,Pesticides,Fungicides,Others,,C13034,Bronopol
C18706,Pesticides,Fungicides,Others,,C18706,Butylamine
C11000,Pesticides,Fungicides,Others,,C11000,Dichloran
C18458,Pesticides,Fungicides,Others,,C18458,Diclomezine
C18721,Pesticides,Fungicides,Others,,C18721,Dinobuton
C18460,Pesticides,Fungicides,Others,,C18460,Echlomezole
C14268,Pesticides,Fungicides,Others,,C14268,Fenpiclonil
C18726,Pesticides,Fungicides,Others,,C18726,Fenpropidin
C18462,Pesticides,Fungicides,Others,,C18462,Fludioxonil
C18737,Pesticides,Fungicides,Others,,C18737,Fuberidazole
C11111,Pesticides,Fungicides,Others,,C11111,Isoprothiolane
C18746,Pesticides,Fungicides,Others,,C18746,Methasulfocarb
C18447,Pesticides,Fungicides,Others,,C18447,Methyl bromide
C18448,Pesticides,Fungicides,Others,,C18448,Methyl iodide
C18751,Pesticides,Fungicides,Others,,C18751,Nitrapyrin
C18873,Pesticides,Fungicides,Others,,C18873,Nitrothal-isopropyl
C11012,Pesticides,Fungicides,Others,,C11012,Pencycuron
C11151,Pesticides,Fungicides,Others,,C11151,Phenylmercury acetate
C06701,Pesticides,Fungicides,Others,,C06701,Phosphonate
C18483,Pesticides,Fungicides,Others,,C18483,Probenazole
C18487,Pesticides,Fungicides,Others,,C18487,Pyroquilon
C18575,Pesticides,Fungicides,Others,,C18575,Quinoxaline
C18892,Pesticides,Fungicides,Others,,C18892,Quinoxyfen
C11124,Pesticides,Fungicides,Others,,C11124,Spiroxamine
C18492,Pesticides,Fungicides,Others,,C18492,Tricyclazole
C18350,Pesticides,Herbicides,Amide herbicides,,C18350,Asulam
C14568,Pesticides,Herbicides,Amide herbicides,,C14568,Bromobutide
C18497,Pesticides,Herbicides,Amide herbicides,,C18497,Cafenstrole
C18499,Pesticides,Herbicides,Amide herbicides,,C18499,Dimethenamid
C18722,Pesticides,Herbicides,Amide herbicides,,C18722,Diphenamid
C18501,Pesticides,Herbicides,Amide herbicides,,C18501,Fentrazamide
C18851,Pesticides,Herbicides,Amide herbicides,,C18851,Flucarbazone-sodium
C18736,Pesticides,Herbicides,Amide herbicides,,C18736,Fomesafen
C18504,Pesticides,Herbicides,Amide herbicides,,C18504,Isoxaben
C14525,Pesticides,Herbicides,Amide herbicides,,C14525,Mefenacet
C18868,Pesticides,Herbicides,Amide herbicides,,C18868,Napropamide
C18869,Pesticides,Herbicides,Amide herbicides,,C18869,Naptalam
C18481,Pesticides,Herbicides,Amide herbicides,,C18481,Penoxsulam
C14333,Pesticides,Herbicides,Amide herbicides,,C14333,Propyzamide
C10928,Pesticides,Herbicides,Anilide herbicides,,C10928,Alachlor
C10925,Pesticides,Herbicides,Anilide herbicides,,C10925,Acetochlor
C10931,Pesticides,Herbicides,Anilide herbicides,,C10931,Butachlor
C10907,Pesticides,Herbicides,Anilide herbicides,,C10907,Cloransulam-methyl
C18821,Pesticides,Herbicides,Anilide herbicides,,C18821,Diclosulam
C18718,Pesticides,Herbicides,Anilide herbicides,,C18718,Dimethachlor
C18500,Pesticides,Herbicides,Anilide herbicides,,C18500,Etobenzanid
C18850,Pesticides,Herbicides,Anilide herbicides,,C18850,Florasulam
C18731,Pesticides,Herbicides,Anilide herbicides,,C18731,Flufenacet
C18852,Pesticides,Herbicides,Anilide herbicides,,C18852,Flumetsulam
C18743,Pesticides,Herbicides,Anilide herbicides,,C18743,Mefluidide
C10953,Pesticides,Herbicides,Anilide herbicides,,C10953,Metolachlor
C18867,Pesticides,Herbicides,Anilide herbicides,,C18867,Metosulam
C18882,Pesticides,Herbicides,Anilide herbicides,,C18882,Pentanochlor
C14517,Pesticides,Herbicides,Anilide herbicides,,C14517,Pretilachlor
C18759,Pesticides,Herbicides,Anilide herbicides,,C18759,Propachlor
C14229,Pesticides,Herbicides,Anilide herbicides,,C14229,Propanil
C10959,Pesticides,Herbicides,Anilide herbicides,,C10959,Thenylchlor
C07308,Pesticides,Herbicides,Arsenical herbicides,,C07308,Cacodylate
C07294,Pesticides,Herbicides,Arsenical herbicides,,C07294,Methylarsonate
C10915,Pesticides,Herbicides,Benzoic acid herbicides,,C10915,Bispyribac
C18453,Pesticides,Herbicides,Benzoic acid herbicides,,C18453,Bispyribac-sodium
C14744,Pesticides,Herbicides,Benzoic acid herbicides,,C14744,Dacthal
C18779,Pesticides,Herbicides,Benzoic acid herbicides,,C18779,Clopyralid
C18597,Pesticides,Herbicides,Benzoic acid herbicides,,C18597,Dicamba
C18890,Pesticides,Herbicides,Benzoic acid herbicides,,C18890,Pyriminobac
C18486,Pesticides,Herbicides,Benzoic acid herbicides,,C18486,Pyriminobac-methyl
C18805,Pesticides,Herbicides,Benzoic acid herbicides,,C18805,Pyrithiobac-sodium
C18806,Pesticides,Herbicides,Benzoic acid herbicides,,C18806,Quinclorac
C18891,Pesticides,Herbicides,Benzoic acid herbicides,,C18891,Quinmerac
C18767,Pesticides,Herbicides,Benzoic acid herbicides,,C18767,"2,3,6-TBA"
C18577,Pesticides,Herbicides,Bipyridinium herbicides,,C18577,Diquat
C14701,Pesticides,Herbicides,Bipyridinium herbicides,,C14701,Paraquat
C11075,Pesticides,Herbicides,Carbanilate herbicides,,C11075,Carbetamide
C14506,Pesticides,Herbicides,Carbanilate herbicides,,C14506,Chlorpropham
C18417,Pesticides,Herbicides,Carbanilate herbicides,,C18417,Desmedipham
C18420,Pesticides,Herbicides,Carbanilate herbicides,,C18420,Phenmedipham
C18887,Pesticides,Herbicides,Carbanilate herbicides,,C18887,Propham
C18772,Pesticides,Herbicides,Cyclohexene oxime herbicides,,C18772,Alloxydim
C18705,Pesticides,Herbicides,Cyclohexene oxime herbicides,,C18705,Butroxydim
C18609,Pesticides,Herbicides,Cyclohexene oxime herbicides,,C18609,Clethodim
C10913,Pesticides,Herbicides,Cyclohexene oxime herbicides,,C10913,Cycloxydim
C18539,Pesticides,Herbicides,Cyclohexene oxime herbicides,,C18539,Sethoxydim
C18540,Pesticides,Herbicides,Cyclohexene oxime herbicides,,C18540,Tepraloxydim
C18769,Pesticides,Herbicides,Cyclohexene oxime herbicides,,C18769,Tralkoxydim
C21273,Pesticides,Herbicides,Dinitroaniline herbicides,,C21273,Benfluralin
C18785,Pesticides,Herbicides,Dinitroaniline herbicides,,C18785,Dinitramine
C18827,Pesticides,Herbicides,Dinitroaniline herbicides,,C18827,Ethalfluralin
C18730,Pesticides,Herbicides,Dinitroaniline herbicides,,C18730,Fluchloralin
C18877,Pesticides,Herbicides,Dinitroaniline herbicides,,C18877,Oryzalin
C11019,Pesticides,Herbicides,Dinitroaniline herbicides,,C11019,Pendimethalin
C18884,Pesticides,Herbicides,Dinitroaniline herbicides,,C18884,Prodiamine
C14343,Pesticides,Herbicides,Dinitroaniline herbicides,,C14343,Trifluralin
C22041,Pesticides,Herbicides,Diphenyl ether herbicide,,C22041,Acifluorfen
C11066,Pesticides,Herbicides,Diphenyl ether herbicide,,C11066,Bifenox
C18732,Pesticides,Herbicides,Diphenyl ether herbicide,,C18732,Fluoroglycofen
C18881,Pesticides,Herbicides,Diphenyl ether herbicide,,C18881,Oxyfluorfen
C18773,Pesticides,Herbicides,Inorganic herbicides,,C18773,Ammonium sulfamate
C18765,Pesticides,Herbicides,Inorganic herbicides,,C18765,Sodium chlorate
C18598,Pesticides,Herbicides,Imidazolinone herbicides,,C18598,Imazamox
C05076,Pesticides,Herbicides,Imidazolinone herbicides,,C05076,Imazaquin
C18864,Pesticides,Herbicides,Imidazolinone herbicides,,C18864,Imazapyr
C18865,Pesticides,Herbicides,Imidazolinone herbicides,,C18865,Imazethapyr
C04178,Pesticides,Herbicides,Nitrile herbicides,,C04178,Bromoxynil
C11040,Pesticides,Herbicides,Nitrile herbicides,,C11040,Dichlobenil
C18546,Pesticides,Herbicides,Nitrile herbicides,,C18546,Ioxynil
C18740,Pesticides,Herbicides,Nitrile herbicides,,C18740,Ioxynil octanoate
C18613,Pesticides,Herbicides,Nitrile herbicides,,C18613,Pyraclonil
C18671,Pesticides,Herbicides,Nitrophenol herbicides,,C18671,Dinoterb
C18653,Pesticides,Herbicides,Nitrophenol herbicides,,C18653,DNOC
C18394,Pesticides,Herbicides,Organophosphorus herbicides,,C18394,Anilofos
C18703,Pesticides,Herbicides,Organophosphorus herbicides,,C18703,Bensulide
C06457,Pesticides,Herbicides,Organophosphorus herbicides,,C06457,Bialaphos
C11022,Pesticides,Herbicides,Organophosphorus herbicides,,C11022,Butamifos
C18789,Pesticides,Herbicides,Organophosphorus herbicides,,C18789,Fosamine
C05042,Pesticides,Herbicides,Organophosphorus herbicides,,C05042,Glufosinate
C01705,Pesticides,Herbicides,Organophosphorus herbicides,,C01705,Glyphosate
C18565,Pesticides,Herbicides,Organophosphorus herbicides,,C18565,Glyphosate-monoammonium
C18564,Pesticides,Herbicides,Organophosphorus herbicides,,C18564,Glyphosate-isopropylammonium
C18758,Pesticides,Herbicides,Organophosphorus herbicides,,C18758,Piperophos
C18531,Pesticides,Herbicides,Phenoxy herbicides,,C18531,Clomeprop
C18607,Pesticides,Herbicides,Phenoxy herbicides,,C18607,Cyhalofop-butyl
C14404,Pesticides,Herbicides,Phenoxy herbicides,,C14404,"2,4-DB"
C03664,Pesticides,Herbicides,Phenoxy herbicides,,C03664,"2,4-Dichlorophenoxyacetate"
C18716,Pesticides,Herbicides,Phenoxy herbicides,,C18716,Diclofop
C04871,Pesticides,Herbicides,Phenoxy herbicides,,C04871,Haloxyfop
C18528,Pesticides,Herbicides,Phenoxy herbicides,,C18528,MCPA
C18741,Pesticides,Herbicides,Phenoxy herbicides,,C18741,MCPA-thioethyl
C18529,Pesticides,Herbicides,Phenoxy herbicides,,C18529,2-Methyl-4-chlorophenoxybutyric acid
C18742,Pesticides,Herbicides,Phenoxy herbicides,,C18742,Mecoprop
C18608,Pesticides,Herbicides,Phenoxy herbicides,,C18608,Mecoprop-P
C18886,Pesticides,Herbicides,Phenoxy herbicides,,C18886,Propaquizafop
C18763,Pesticides,Herbicides,Phenoxy herbicides,,C18763,Quizalofop
C18530,Pesticides,Herbicides,Phenoxy herbicides,,C18530,Quizalofop-ethyl
C18764,Pesticides,Herbicides,Phenoxy herbicides,,C18764,Quizalofop-P-tefuryl
C18817,Pesticides,Herbicides,Phenylurea herbicides,,C18817,Chlorotoluron
C18427,Pesticides,Herbicides,Phenylurea herbicides,,C18427,Daimuron
C18783,Pesticides,Herbicides,Phenylurea herbicides,,C18783,Dimefuron
C18428,Pesticides,Herbicides,Phenylurea herbicides,,C18428,Diuron
C18853,Pesticides,Herbicides,Phenylurea herbicides,,C18853,Fluometuron
C11005,Pesticides,Herbicides,Phenylurea herbicides,,C11005,Isoproturon
C11007,Pesticides,Herbicides,Phenylurea herbicides,,C11007,Linuron
C18792,Pesticides,Herbicides,Phenylurea herbicides,,C18792,Methyldymron
C11011,Pesticides,Herbicides,Phenylurea herbicides,,C11011,Metoxuron
C18794,Pesticides,Herbicides,Phenylurea herbicides,,C18794,Monolinuron
C18435,Pesticides,Herbicides,Phenylurea herbicides,,C18435,Siduron
C18812,Pesticides,Herbicides,Phenylurea herbicides,,C18812,Thidiazuron
C18555,Pesticides,Herbicides,Pyrazole herbicides,,C18555,Benzofenap
C18717,Pesticides,Herbicides,Pyrazole herbicides,,C18717,Difenzoquat
C10948,Pesticides,Herbicides,Pyrazole herbicides,,C10948,Metazachlor
C18554,Pesticides,Herbicides,Pyrazole herbicides,,C18554,Pyraflufen-ethyl
C11123,Pesticides,Herbicides,Pyrazole herbicides,,C11123,Pyrazolate
C18556,Pesticides,Herbicides,Pyrazole herbicides,,C18556,Pyrazoxyfen
C18549,Pesticides,Herbicides,Pyridine herbicides,,C18549,Diflufenican
C18826,Pesticides,Herbicides,Pyridine herbicides,,C18826,Dithiopyr
C18858,Pesticides,Herbicides,Pyridine herbicides,,C18858,Fluroxypyr
C14310,Pesticides,Herbicides,Pyridine herbicides,,C14310,Picloram
C11032,Pesticides,Herbicides,Pyridine herbicides,,C11032,Trichlopyr
C18438,Pesticides,Herbicides,Sulfonylurea herbicides,,C18438,Azimsulfuron
C10937,Pesticides,Herbicides,Sulfonylurea herbicides,,C10937,Bensulfuron-methyl
C18777,Pesticides,Herbicides,Sulfonylurea herbicides,,C18777,Chlorimuron
C10943,Pesticides,Herbicides,Sulfonylurea herbicides,,C10943,Chlorimuron-ethyl
C18818,Pesticides,Herbicides,Sulfonylurea herbicides,,C18818,Cinosulfuron
C18439,Pesticides,Herbicides,Sulfonylurea herbicides,,C18439,Cyclosulfamuron
C05071,Pesticides,Herbicides,Sulfonylurea herbicides,,C05071,Chlorsulfuron
C18440,Pesticides,Herbicides,Sulfonylurea herbicides,,C18440,Ethoxysulfuron
C18441,Pesticides,Herbicides,Sulfonylurea herbicides,,C18441,Flazasulfuron
C18429,Pesticides,Herbicides,Sulfonylurea herbicides,,C18429,Flucetosulfuron
C18855,Pesticides,Herbicides,Sulfonylurea herbicides,,C18855,Flupyrsulfuron-methyl sodium
C18442,Pesticides,Herbicides,Sulfonylurea herbicides,,C18442,Halosulfuron-methyl
C18443,Pesticides,Herbicides,Sulfonylurea herbicides,,C18443,Imazosulfuron
C18431,Pesticides,Herbicides,Sulfonylurea herbicides,,C18431,Iodosulfuron-methyl-sodium
C10946,Pesticides,Herbicides,Sulfonylurea herbicides,,C10946,Metsulfuron-methyl
C10949,Pesticides,Herbicides,Sulfonylurea herbicides,,C10949,Nicosulfuron
C18883,Pesticides,Herbicides,Sulfonylurea herbicides,,C18883,Primisulfuron
C18889,Pesticides,Herbicides,Sulfonylurea herbicides,,C18889,Pyrazosulfuron
C18444,Pesticides,Herbicides,Sulfonylurea herbicides,,C18444,Pyrazosulfuron-ethyl
C10952,Pesticides,Herbicides,Sulfonylurea herbicides,,C10952,Rimsulfuron
C18895,Pesticides,Herbicides,Sulfonylurea herbicides,,C18895,Sulfometuron
C10957,Pesticides,Herbicides,Sulfonylurea herbicides,,C10957,Thifensulfuron-methyl
C10961,Pesticides,Herbicides,Sulfonylurea herbicides,,C10961,Triasulfuron
C18901,Pesticides,Herbicides,Sulfonylurea herbicides,,C18901,Triflusulfuron-methyl
C18900,Pesticides,Herbicides,Sulfonylurea herbicides,,C18900,Tribenuron
C18780,Pesticides,Herbicides,Thiocarbamate herbicides,,C18780,Cycloate
C14571,Pesticides,Herbicides,Thiocarbamate herbicides,,C14571,Dimepiperate
C11081,Pesticides,Herbicides,Thiocarbamate herbicides,,C11081,EPTC
C14526,Pesticides,Herbicides,Thiocarbamate herbicides,,C14526,Esprocarb
C11086,Pesticides,Herbicides,Thiocarbamate herbicides,,C11086,Molinate
C18755,Pesticides,Herbicides,Thiocarbamate herbicides,,C18755,Pebulate
C18760,Pesticides,Herbicides,Thiocarbamate herbicides,,C18760,Prosulfocarb
C18422,Pesticides,Herbicides,Thiocarbamate herbicides,,C18422,Pyributicarb
C14428,Pesticides,Herbicides,Thiocarbamate herbicides,,C14428,Thiobencarb
C18898,Pesticides,Herbicides,Thiocarbamate herbicides,,C18898,Tiocarbazil
C18813,Pesticides,Herbicides,Thiocarbamate herbicides,,C18813,Tri-allate
C18700,Pesticides,Herbicides,Triazine herbicides,,C18700,Ametryn
C06551,Pesticides,Herbicides,Triazine herbicides,,C06551,Atrazine
C14299,Pesticides,Herbicides,Triazine herbicides,,C14299,Cyanazine
C18537,Pesticides,Herbicides,Triazine herbicides,,C18537,Dimethametryn
C14186,Pesticides,Herbicides,Triazine herbicides,,C14186,Prometon
C18542,Pesticides,Herbicides,Triazine herbicides,,C18542,Prometryn
C14312,Pesticides,Herbicides,Triazine herbicides,,C14312,Propazine
C11172,Pesticides,Herbicides,Triazine herbicides,,C11172,Simazine
C14457,Pesticides,Herbicides,Triazine herbicides,,C14457,Simetryn
C18768,Pesticides,Herbicides,Triazine herbicides,,C18768,Terbumeton
C18810,Pesticides,Herbicides,Triazine herbicides,,C18810,Terbuthylazine
C18811,Pesticides,Herbicides,Triazine herbicides,,C18811,Terbutryn
C18814,Pesticides,Herbicides,Triazine herbicides,,C18814,Trietazine
C10926,Pesticides,Herbicides,Triazinone herbicides,,C10926,Hexazinone
C10930,Pesticides,Herbicides,Triazinone herbicides,,C10930,Metamitron
C14332,Pesticides,Herbicides,Triazinone herbicides,,C14332,Metribuzin
C10911,Pesticides,Herbicides,Uracil herbicides,,C10911,Bromacil
C11200,Pesticides,Herbicides,Uracil herbicides,,C11200,Lenacil
C10963,Pesticides,Herbicides,Uracil herbicides,,C10963,Terbacil
C18425,Pesticides,Herbicides,Urea herbicides,,C18425,Cumyluron
C18432,Pesticides,Herbicides,Urea herbicides,,C18432,Isouron
