,physic_x,physic_y,block_x,block_y,r,g,b,black_pixels,black_density,black_ratio,#8230b8_pixels,#8230b8_density,#8230b8_ratio
"531,401",531,401,53,40,248.77,235.62,249.09,0,0,0,0,0,0
"531,411",531,411,53,41,238.57,206.09,238.75,0,0,0,0,0,0
"531,421",531,421,53,42,240.21,197.73,239.98,0,0,0,0,0,0
"531,431",531,431,53,43,246.29,211.69,242,0,0,0,0,0,0
"531,441",531,441,53,44,239.94,197.84,237.07,0,0,0,0,0,0
"531,451",531,451,53,45,235.93,179.4,235.42,0,0,0,0,0,0
"531,461",531,461,53,46,237.91,185.17,236.54,0,0,0,0,0,0
"531,471",531,471,53,47,241.62,195.51,240.85,0,0,0,0,0,0
"531,481",531,481,53,48,239.26,199.3,240.8,0,0,0,0,0,0
"531,491",531,491,53,49,245.67,210.57,244.4,0,0,0,0,0,0
"531,501",531,501,53,50,243.18,209.31,236.97,0,0,0,0,0,0
"531,511",531,511,53,51,246.12,220.92,244.41,0,0,0,0,0,0
"531,521",531,521,53,52,228.04,144,229.18,0,0,0,0,0,0
"531,531",531,531,53,53,226.89,117.21,218.84,0,0,0,0,0,0
"531,541",531,541,53,54,217.89,105.32,213.69,0,0,0,0,0,0
"531,551",531,551,53,55,230.69,134.93,225.52,0,0,0,0,0,0
"531,561",531,561,53,56,238.53,187,235.69,0,0,0,0,0,0
"531,571",531,571,53,57,122.91,34.8,172.8,0,0,0,0,0,0
"531,581",531,581,53,58,142.44,54.15,196.36,0,0,0,2,0.04,0.02
"531,591",531,591,53,59,211.35,102.64,211.71,0,0,0,0,0,0
"531,601",531,601,53,60,213.53333333333333,84.78888888888889,211.64444444444445,0,0,0,0,0,0
"541,1",541,1,54,0,183.83,66.09,199.76,0,0,0,0,0,0
"541,11",541,11,54,1,195.86,80.61,212.62,0,0,0,0,0,0
"541,21",541,21,54,2,230.47,118.05,221.92,0,0,0,0,0,0
"541,31",541,31,54,3,224.15,110.75,215.55,0,0,0,0,0,0
"541,41",541,41,54,4,204.65,83.4,208.44,0,0,0,0,0,0
"541,51",541,51,54,5,203.35,87.64,211.91,0,0,0,0,0,0
"541,61",541,61,54,6,217.34,104.1,218.57,0,0,0,0,0,0
"541,71",541,71,54,7,229.6,112.15,218.52,0,0,0,0,0,0
"541,81",541,81,54,8,237.27,140.11,231.87,0,0,0,0,0,0
"541,91",541,91,54,9,215.55,118.72,213.3,0,0,0,0,0,0
"541,101",541,101,54,10,181.4,67.53,199.41,0,0,0,0,0,0
"541,111",541,111,54,11,206.94,82,213.04,0,0,0,0,0,0
"541,121",541,121,54,12,224.89,109.5,218.65,0,0,0,0,0,0
"541,131",541,131,54,13,203.05,98.93,218.97,0,0,0,0,0,0
"541,141",541,141,54,14,222.64,124.11,223.8,0,0,0,0,0,0
"541,151",541,151,54,15,196.27,85.51,204.08,0,0,0,0,0,0
"541,161",541,161,54,16,193.24,84.62,206.95,0,0,0,0,0,0
"541,171",541,171,54,17,222.79,119.51,218.21,0,0,0,0,0,0
"541,181",541,181,54,18,231.86,139.06,229.36,0,0,0,0,0,0
"541,191",541,191,54,19,238.37,149.34,236.47,0,0,0,0,0,0
"541,201",541,201,54,20,239.26,153.63,232.75,0,0,0,0,0,0
"541,211",541,211,54,21,239.45,171.51,236.93,0,0,0,0,0,0
"541,221",541,221,54,22,232.4,169.21,229.59,0,0,0,0,0,0
"541,231",541,231,54,23,226.69,157.37,229.36,0,0,0,0,0,0
"541,241",541,241,54,24,191.14,101.82,207.72,0,0,0,0,0,0
"541,251",541,251,54,25,175.23,62.42,194.21,0,0,0,0,0,0
"541,261",541,261,54,26,204.37,94.27,212.2,0,0,0,0,0,0
"541,271",541,271,54,27,231.54,153.25,225.02,0,0,0,0,0,0
"541,281",541,281,54,28,225.59,132.67,219.97,0,0,0,0,0,0
"541,291",541,291,54,29,215.03,105.95,209.68,0,0,0,0,0,0
"541,301",541,301,54,30,225.67,109.65,213.09,0,0,0,0,0,0
"541,311",541,311,54,31,227.92,116.74,217.16,0,0,0,0,0,0
"541,321",541,321,54,32,227.06,136.23,224.87,0,0,0,0,0,0
"541,331",541,331,54,33,221.15,147.05,222.62,0,0,0,0,0,0
"541,341",541,341,54,34,219.26,179.08,233.12,0,0,0,0,0,0
"541,351",541,351,54,35,233.45,189.2,233.14,0,0,0,0,0,0
"541,361",541,361,54,36,247.6,224.22,245.48,0,0,0,0,0,0
"541,371",541,371,54,37,251.47,244.65,251.66,0,0,0,0,0,0
"541,381",541,381,54,38,251.89,241.56,248.41,0,0,0,0,0,0
"541,391",541,391,54,39,243.51,213.01,238.34,0,0,0,0,0,0
"541,401",541,401,54,40,244.24,206.55,239.27,0,0,0,0,0,0
"541,411",541,411,54,41,226.68,174.56,230.54,0,0,0,0,0,0
"541,421",541,421,54,42,225.33,179.1,232.39,0,0,0,0,0,0
"541,431",541,431,54,43,231.38,153.65,227.99,0,0,0,0,0,0
"541,441",541,441,54,44,234.76,156.73,233.28,0,0,0,0,0,0
"541,451",541,451,54,45,237.15,168.37,235.53,0,0,0,0,0,0
"541,461",541,461,54,46,240.11,188.27,240.14,0,0,0,0,0,0
"541,471",541,471,54,47,237.66,189.96,239.23,0,0,0,0,0,0
"541,481",541,481,54,48,242.25,204.63,242.37,0,0,0,0,0,0
"541,491",541,491,54,49,226.96,169.4,222.34,0,0,0,1,0.01,0.01
"541,501",541,501,54,50,177.03,100.01,196.75,0,0,0,4,0.04,0.04
"541,511",541,511,54,51,234.08,197.87,237.1,0,0,0,0,0,0
"541,521",541,521,54,52,236.65,163.7,228.23,0,0,0,0,0,0
"541,531",541,531,54,53,226.98,107.01,211.98,0,0,0,0,0,0
"541,541",541,541,54,54,193.93,79.24,194.19,0,0,0,0,0,0
"541,551",541,551,54,55,187.48,90.63,207.61,0,0,0,0,0,0
"541,561",541,561,54,56,241.51,208.26,241.05,0,0,0,0,0,0
"541,571",541,571,54,57,200.76,151.9,229.61,0,0,0,1,0.01,0.01
"541,581",541,581,54,58,218.41,146.21,222.17,0,0,0,0,0,0
"541,591",541,591,54,59,215.42,94.8,207.26,0,0,0,0,0,0
"541,601",541,601,54,60,219.15555555555557,91.05555555555556,210.6888888888889,0,0,0,0,0,0
"551,1",551,1,55,0,200.73,78.85,211.33,0,0,0,0,0,0
"551,11",551,11,55,1,224.74,108.79,220.8,0,0,0,0,0,0
"551,21",551,21,55,2,229.61,114.24,218.13,0,0,0,0,0,0
"551,31",551,31,55,3,222.63,98.03,214.58,0,0,0,0,0,0
"551,41",551,41,55,4,208.49,83.25,210.67,0,0,0,0,0,0
"551,51",551,51,55,5,226.18,103.34,213.76,0,0,0,0,0,0
"551,61",551,61,55,6,194.78,79.38,196.35,0,0,0,0,0,0
"551,71",551,71,55,7,173.27,65.98,195.94,0,0,0,0,0,0
"551,81",551,81,55,8,232.87,150.01,230.69,0,0,0,0,0,0
"551,91",551,91,55,9,219.84,121,221.71,0,0,0,0,0,0
"551,101",551,101,55,10,206.85,93.16,214.53,0,0,0,0,0,0
"551,111",551,111,55,11,216.2,106.83,217.21,0,0,0,0,0,0
"551,121",551,121,55,12,216.85,101.18,213.08,0,0,0,0,0,0
"551,131",551,131,55,13,233.8,135.57,227.78,0,0,0,0,0,0
"551,141",551,141,55,14,231.34,129.86,223.21,0,0,0,0,0,0
"551,151",551,151,55,15,206.34,93.49,208.83,0,0,0,0,0,0
"551,161",551,161,55,16,188.63,81.57,202.81,0,0,0,0,0,0
"551,171",551,171,55,17,185.96,76.76,202.44,0,0,0,0,0,0
"551,181",551,181,55,18,211.83,110.61,214.83,0,0,0,0,0,0
"551,191",551,191,55,19,232.67,138.93,226.95,0,0,0,0,0,0
"551,201",551,201,55,20,233.08,139.04,225.51,0,0,0,0,0,0
"551,211",551,211,55,21,231.99,135.1,226.79,0,0,0,0,0,0
"551,221",551,221,55,22,233.78,157.93,233.5,0,0,0,0,0,0
"551,231",551,231,55,23,228.95,164.04,223.58,0,0,0,0,0,0
"551,241",551,241,55,24,203.75,106.1,206.64,0,0,0,1,0.02,0.01
"551,251",551,251,55,25,179.56,71.21,203.27,0,0,0,0,0,0
"551,261",551,261,55,26,205.25,91.3,212.67,0,0,0,0,0,0
"551,271",551,271,55,27,218.49,98.63,218.27,0,0,0,0,0,0
"551,281",551,281,55,28,221.46,112.56,220.32,0,0,0,0,0,0
"551,291",551,291,55,29,225.46,104.79,216.57,0,0,0,0,0,0
"551,301",551,301,55,30,175.08,64.34,189,0,0,0,0,0,0
"551,311",551,311,55,31,186.73,74.11,196.22,0,0,0,0,0,0
"551,321",551,321,55,32,209.09,102.23,212.6,0,0,0,0,0,0
"551,331",551,331,55,33,211.03,91.22,210.63,0,0,0,0,0,0
"551,341",551,341,55,34,231.28,147.11,227.21,0,0,0,0,0,0
"551,351",551,351,55,35,220.82,146.37,218.11,0,0,0,0,0,0
"551,361",551,361,55,36,230.39,162.49,230.39,0,0,0,0,0,0
"551,371",551,371,55,37,247.83,229.85,242.43,0,0,0,0,0,0
"551,381",551,381,55,38,214.29,162.1,210.26,0,0,0,0,0,0
"551,391",551,391,55,39,178.75,95.19,200.89,0,0,0,3,0.05,0.03
"551,401",551,401,55,40,194.78,102.1,202.58,0,0,0,0,0,0
"551,411",551,411,55,41,219.37,145.36,224.71,0,0,0,0,0,0
"551,421",551,421,55,42,231.89,174.59,229.87,0,0,0,0,0,0
"551,431",551,431,55,43,225.42,142.76,230.17,0,0,0,0,0,0
"551,441",551,441,55,44,237.09,166.57,234.84,0,0,0,0,0,0
"551,451",551,451,55,45,234.5,163.82,235.82,0,0,0,0,0,0
"551,461",551,461,55,46,245.62,218.63,245.54,0,0,0,0,0,0
"551,471",551,471,55,47,237.56,201.15,242.39,0,0,0,0,0,0
"551,481",551,481,55,48,248.27,223.9,245.69,0,0,0,0,0,0
"551,491",551,491,55,49,200.99,133.45,217.27,0,0,0,15,0.27,0.15
"551,501",551,501,55,50,147.36,60.75,200.25,0,0,0,28,0.9299999999999999,0.28
"551,511",551,511,55,51,214.79,136.88,220.95,0,0,0,0,0,0
"551,521",551,521,55,52,216.25,110.19,210.09,0,0,0,0,0,0
"551,531",551,531,55,53,187.5,77.64,195.03,0,0,0,0,0,0
"551,541",551,541,55,54,161.61,57.46,191.31,0,0,0,2,0.03,0.02
"551,551",551,551,55,55,188.26,115.4,223.2,0,0,0,0,0,0
"551,561",551,561,55,56,246.76,224.97,246.49,0,0,0,0,0,0
"551,571",551,571,55,57,242.83,208.96,242.14,0,0,0,0,0,0
"551,581",551,581,55,58,220.02,156.23,228.42,0,0,0,0,0,0
"551,591",551,591,55,59,204.84,96.75,215.48,0,0,0,0,0,0
"551,601",551,601,55,60,218.85555555555555,99.25555555555556,215.86666666666667,0,0,0,0,0,0
"561,1",561,1,56,0,225.32,100.19,214.26,0,0,0,0,0,0
"561,11",561,11,56,1,223.24,93.63,213.79,0,0,0,0,0,0
"561,21",561,21,56,2,219.24,90.65,213.24,0,0,0,0,0,0
"561,31",561,31,56,3,210.97,94.68,204.16,0,0,0,0,0,0
"561,41",561,41,56,4,196.56,76.69,199.38,0,0,0,0,0,0
"561,51",561,51,56,5,215.48,94.24,212.69,0,0,0,0,0,0
"561,61",561,61,56,6,184.9,68.98,197.92,0,0,0,0,0,0
"561,71",561,71,56,7,173.29,61.96,203.01,0,0,0,0,0,0
"561,81",561,81,56,8,214.94,107.35,217.92,0,0,0,0,0,0
"561,91",561,91,56,9,239.49,183.41,235.27,0,0,0,0,0,0
"561,101",561,101,56,10,226.72,126.77,224.13,0,0,0,0,0,0
"561,111",561,111,56,11,221.61,117.08,219.41,0,0,0,0,0,0
"561,121",561,121,56,12,205.53,92,209.55,0,0,0,0,0,0
"561,131",561,131,56,13,222.19,115.39,220.53,0,0,0,0,0,0
"561,141",561,141,56,14,229.3,118.31,219.61,0,0,0,0,0,0
"561,151",561,151,56,15,214.4,95.47,207.62,0,0,0,0,0,0
"561,161",561,161,56,16,178.21,63.03,191.69,0,0,0,0,0,0
"561,171",561,171,56,17,189.07,76.66,202.22,0,0,0,0,0,0
"561,181",561,181,56,18,197.05,95.53,215.05,0,0,0,0,0,0
"561,191",561,191,56,19,221.97,119.32,222.13,0,0,0,0,0,0
"561,201",561,201,56,20,231.61,122.52,226.05,0,0,0,0,0,0
"561,211",561,211,56,21,229.9,136.13,228.6,0,0,0,0,0,0
"561,221",561,221,56,22,225.61,146.26,230.54,0,0,0,0,0,0
"561,231",561,231,56,23,195.82,129.15,215.59,0,0,0,0,0,0
"561,241",561,241,56,24,190.89,82.61,211.1,0,0,0,3,0.08,0.03
"561,251",561,251,56,25,220.16,108.79,212.75,0,0,0,0,0,0
"561,261",561,261,56,26,205.76,80.32,206.29,0,0,0,0,0,0
"561,271",561,271,56,27,225.48,115.42,222.03,0,0,0,0,0,0
"561,281",561,281,56,28,235.44,146.16,227.1,0,0,0,0,0,0
"561,291",561,291,56,29,220.32,116.23,217.19,0,0,0,0,0,0
"561,301",561,301,56,30,159.26,60.53,190.35,0,0,0,9,0.32,0.09
"561,311",561,311,56,31,154.79,54.04,191.63,0,0,0,2,0.08,0.02
"561,321",561,321,56,32,218.42,139.35,224.05,0,0,0,0,0,0
"561,331",561,331,56,33,227.81,141.32,223.81,0,0,0,0,0,0
"561,341",561,341,56,34,208.68,96,210.03,0,0,0,0,0,0
"561,351",561,351,56,35,219.44,138.44,219.39,0,0,0,0,0,0
"561,361",561,361,56,36,205.98,114.16,205.89,0,0,0,0,0,0
"561,371",561,371,56,37,225.33,130.19,214.45,0,0,0,0,0,0
"561,381",561,381,56,38,190.28,90.02,210.17,0,0,0,1,0.02,0.01
"561,391",561,391,56,39,194.31,96.41,211.68,0,0,0,0,0,0
"561,401",561,401,56,40,176.75,86.27,204.98,0,0,0,0,0,0
"561,411",561,411,56,41,183.83,92.76,209.95,0,0,0,0,0,0
"561,421",561,421,56,42,217.95,127.81,225.69,0,0,0,0,0,0
"561,431",561,431,56,43,237.91,175.31,238.4,0,0,0,0,0,0
"561,441",561,441,56,44,235.52,187.45,236.05,0,0,0,0,0,0
"561,451",561,451,56,45,240.78,189.93,240.81,0,0,0,0,0,0
"561,461",561,461,56,46,234.64,187.6,237.87,0,0,0,0,0,0
"561,471",561,471,56,47,241.05,207.52,242.38,0,0,0,0,0,0
"561,481",561,481,56,48,244.05,211.43,243.85,0,0,0,0,0,0
"561,491",561,491,56,49,241.8,205.47,240.65,0,0,0,0,0,0
"561,501",561,501,56,50,239.42,214.02,242.3,0,0,0,0,0,0
"561,511",561,511,56,51,220.22,160.79,225.38,0,0,0,0,0,0
"561,521",561,521,56,52,214.06,94.35,208.57,0,0,0,0,0,0
"561,531",561,531,56,53,175.24,58.55,192.27,0,0,0,0,0,0
"561,541",561,541,56,54,205.13,92.36,217.58,0,0,0,0,0,0
"561,551",561,551,56,55,233.66,170.76,231.99,0,0,0,0,0,0
"561,561",561,561,56,56,238.19,189.73,234.5,0,0,0,0,0,0
"561,571",561,571,56,57,234.43,179.44,234.14,0,0,0,0,0,0
"561,581",561,581,56,58,240.42,200.82,241.51,0,0,0,0,0,0
"561,591",561,591,56,59,245.98,209.75,243.59,0,0,0,0,0,0
"561,601",561,601,56,60,221.46666666666667,127.41111111111111,224.86666666666667,0,0,0,0,0,0
"571,1",571,1,57,0,219.06,87.04,211.32,0,0,0,0,0,0
"571,11",571,11,57,1,220.14,85.63,214.25,0,0,0,0,0,0
"571,21",571,21,57,2,218.66,99.91,218.1,0,0,0,0,0,0
"571,31",571,31,57,3,183.02,76.22,198.51,0,0,0,0,0,0
"571,41",571,41,57,4,140.81,48.81,195.51,0,0,0,0,0,0
"571,51",571,51,57,5,215.4,119.97,211.82,0,0,0,0,0,0
"571,61",571,61,57,6,199.28,89.17,207.98,0,0,0,1,0.02,0.01
"571,71",571,71,57,7,214.34,98.16,217.57,0,0,0,0,0,0
"571,81",571,81,57,8,212.17,100.2,213.42,0,0,0,0,0,0
"571,91",571,91,57,9,212,115.9,217.24,0,0,0,0,0,0
"571,101",571,101,57,10,227.87,140.13,225.21,0,0,0,0,0,0
"571,111",571,111,57,11,225.89,124.5,224.24,0,0,0,0,0,0
"571,121",571,121,57,12,204.69,91.47,213.6,0,0,0,0,0,0
"571,131",571,131,57,13,222.8,114.77,220.99,0,0,0,0,0,0
"571,141",571,141,57,14,226.53,111.66,215.71,0,0,0,0,0,0
"571,151",571,151,57,15,195.33,81.72,206.87,0,0,0,0,0,0
"571,161",571,161,57,16,164.2,56.24,198.33,0,0,0,3,0.06,0.03
"571,171",571,171,57,17,176.91,80.96,209.85,0,0,0,1,0.02,0.01
"571,181",571,181,57,18,204.18,103.96,215.92,0,0,0,0,0,0
"571,191",571,191,57,19,230.1,130.43,226.67,0,0,0,0,0,0
"571,201",571,201,57,20,227.91,138.83,218.87,0,0,0,0,0,0
"571,211",571,211,57,21,233.63,145.84,228.04,0,0,0,0,0,0
"571,221",571,221,57,22,231.41,155.9,231.09,0,0,0,0,0,0
"571,231",571,231,57,23,245.36,214.72,245.79,0,0,0,0,0,0
"571,241",571,241,57,24,230.38,151.42,230.08,0,0,0,0,0,0
"571,251",571,251,57,25,194.17,74.53,194.69,0,0,0,0,0,0
"571,261",571,261,57,26,204.26,81.13,209.01,0,0,0,0,0,0
"571,271",571,271,57,27,230.48,148.96,229.37,0,0,0,0,0,0
"571,281",571,281,57,28,218.39,119.21,213.22,0,0,0,0,0,0
"571,291",571,291,57,29,199.74,85.29,205.6,0,0,0,0,0,0
"571,301",571,301,57,30,195.25,78.04,202.82,0,0,0,0,0,0
"571,311",571,311,57,31,177.25,66.77,199.73,0,0,0,0,0,0
"571,321",571,321,57,32,211.83,90.22,208.31,0,0,0,0,0,0
"571,331",571,331,57,33,217.13,102.44,209.96,0,0,0,0,0,0
"571,341",571,341,57,34,190.22,71.99,195.09,0,0,0,0,0,0
"571,351",571,351,57,35,220.07,109.89,216.85,0,0,0,0,0,0
"571,361",571,361,57,36,161.37,66.07,193.42,0,0,0,7,0.16000000000000003,0.07
"571,371",571,371,57,37,161.21,71.88,201.23,0,0,0,5,0.08,0.05
"571,381",571,381,57,38,224.09,149.53,228.33,0,0,0,0,0,0
"571,391",571,391,57,39,213.94,130.67,222.68,0,0,0,0,0,0
"571,401",571,401,57,40,185.26,109.2,214.46,0,0,0,0,0,0
"571,411",571,411,57,41,195.3,114.3,220.49,0,0,0,0,0,0
"571,421",571,421,57,42,231.08,155.57,230.42,0,0,0,0,0,0
"571,431",571,431,57,43,235.76,166.25,233.94,0,0,0,0,0,0
"571,441",571,441,57,44,237.56,169.98,235.73,0,0,0,0,0,0
"571,451",571,451,57,45,237.24,177.49,236.24,0,0,0,0,0,0
"571,461",571,461,57,46,236.8,193.04,236.67,0,0,0,0,0,0
"571,471",571,471,57,47,236.63,181.62,230.9,0,0,0,0,0,0
"571,481",571,481,57,48,233.39,162.74,231.4,0,0,0,0,0,0
"571,491",571,491,57,49,235.8,172.66,232.84,0,0,0,0,0,0
"571,501",571,501,57,50,216.04,117.67,217.23,0,0,0,0,0,0
"571,511",571,511,57,51,215.14,109.45,218.62,0,0,0,0,0,0
"571,521",571,521,57,52,217.37,123.72,223.9,0,0,0,0,0,0
"571,531",571,531,57,53,210.75,127.48,223.56,0,0,0,0,0,0
"571,541",571,541,57,54,232.54,157.19,233.02,0,0,0,0,0,0
"571,551",571,551,57,55,231.41,121.7,224.07,0,0,0,0,0,0
"571,561",571,561,57,56,222.09,101.87,216.87,0,0,0,0,0,0
"571,571",571,571,57,57,235.03,145.96,232.5,0,0,0,0,0,0
"571,581",571,581,57,58,243.86,207.81,241.56,0,0,0,0,0,0
"571,591",571,591,57,59,238.03,186.05,237.24,0,0,0,0,0,0
"571,601",571,601,57,60,230.92222222222222,187.5888888888889,237.2888888888889,0,0,0,0,0,0
"581,1",581,1,58,0,218.62,106.21,220.47,0,0,0,0,0,0
"581,11",581,11,58,1,226.72,118.02,223.17,0,0,0,0,0,0
"581,21",581,21,58,2,231.68,138.54,222.2,0,0,0,0,0,0
"581,31",581,31,58,3,231.04,171.76,232.43,0,0,0,0,0,0
"581,41",581,41,58,4,238.01,198.73,236.62,0,0,0,1,0.02,0.01
"581,51",581,51,58,5,185.61,84.53,199.82,0,0,0,0,0,0
"581,61",581,61,58,6,196.53,79.12,210.89,0,0,0,0,0,0
"581,71",581,71,58,7,223.89,112.5,218.81,0,0,0,0,0,0
"581,81",581,81,58,8,228.33,119.02,223.6,0,0,0,0,0,0
"581,91",581,91,58,9,206.48,91.61,207.07,0,0,0,0,0,0
"581,101",581,101,58,10,207.58,92.72,214.2,0,0,0,0,0,0
"581,111",581,111,58,11,241.44,153.62,233.84,0,0,0,0,0,0
"581,121",581,121,58,12,242.63,162.12,232.56,0,0,0,0,0,0
"581,131",581,131,58,13,235.72,135.06,226.51,0,0,0,0,0,0
"581,141",581,141,58,14,215.8,136.15,227.7,0,0,0,0,0,0
"581,151",581,151,58,15,231.15,198.25,237.46,0,0,0,0,0,0
"581,161",581,161,58,16,242.62,229.59,242.85,0,0,0,0,0,0
"581,171",581,171,58,17,251.07,241.02,245.63,0,0,0,0,0,0
"581,181",581,181,58,18,234.54,192.86,235.87,0,0,0,0,0,0
"581,191",581,191,58,19,226.36,124.15,222.6,0,0,0,0,0,0
"581,201",581,201,58,20,181.63,80.27,198.61,0,0,0,4,0.1,0.04
"581,211",581,211,58,21,180.56,76.59,204.46,0,0,0,3,0.09000000000000001,0.03
"581,221",581,221,58,22,236.14,150.66,237.14,0,0,0,0,0,0
"581,231",581,231,58,23,247.82,207.61,244.41,0,0,0,0,0,0
"581,241",581,241,58,24,236.76,171.38,231.52,0,0,0,0,0,0
"581,251",581,251,58,25,181.84,75.92,196.95,0,0,0,0,0,0
"581,261",581,261,58,26,175.76,68.09,200.62,0,0,0,0,0,0
"581,271",581,271,58,27,242.97,214.97,239.85,0,0,0,0,0,0
"581,281",581,281,58,28,210.1,136.89,223.84,0,0,0,0,0,0
"581,291",581,291,58,29,217.52,116.46,221.44,0,0,0,0,0,0
"581,301",581,301,58,30,219,101.32,215.6,0,0,0,0,0,0
"581,311",581,311,58,31,199.06,83.18,202.57,0,0,0,0,0,0
"581,321",581,321,58,32,180.09,63.4,200.27,0,0,0,0,0,0
"581,331",581,331,58,33,216.68,104.17,218.58,0,0,0,0,0,0
"581,341",581,341,58,34,170.74,80.79,198.63,0,0,0,5,0.11,0.05
"581,351",581,351,58,35,205.49,104.03,217.01,0,0,0,0,0,0
"581,361",581,361,58,36,229.73,196.57,240.73,0,0,0,0,0,0
"581,371",581,371,58,37,236.55,213.98,246.09,0,0,0,0,0,0
"581,381",581,381,58,38,250.69,242.28,249.11,0,0,0,0,0,0
"581,391",581,391,58,39,246.9,224.69,247.97,0,0,0,0,0,0
"581,401",581,401,58,40,240.76,212.71,247.16,0,0,0,0,0,0
"581,411",581,411,58,41,235.44,198.62,242.71,0,0,0,0,0,0
"581,421",581,421,58,42,234.91,198.69,240.76,0,0,0,0,0,0
"581,431",581,431,58,43,235.79,186.96,238.15,0,0,0,0,0,0
"581,441",581,441,58,44,228.35,180.79,232.78,0,0,0,0,0,0
"581,451",581,451,58,45,235.58,170.93,233.57,0,0,0,0,0,0
"581,461",581,461,58,46,232.17,170.96,232.58,0,0,0,0,0,0
"581,471",581,471,58,47,220.97,109.86,216.91,0,0,0,0,0,0
"581,481",581,481,58,48,232.66,154.16,232.69,0,0,0,0,0,0
"581,491",581,491,58,49,236.72,179.92,235.53,0,0,0,0,0,0
"581,501",581,501,58,50,220.48,135.95,223.22,0,0,0,0,0,0
"581,511",581,511,58,51,233.21,164.59,230.88,0,0,0,0,0,0
"581,521",581,521,58,52,244.64,211.84,239.13,0,0,0,0,0,0
"581,531",581,531,58,53,250.15,241.27,246.53,0,0,0,0,0,0
"581,541",581,541,58,54,245.02,225.66,244.1,0,0,0,0,0,0
"581,551",581,551,58,55,226.81,123.96,220.74,0,0,0,0,0,0
"581,561",581,561,58,56,225.01,107,218.82,0,0,0,0,0,0
"581,571",581,571,58,57,230.44,127.62,223.4,0,0,0,0,0,0
"581,581",581,581,58,58,241.55,194.64,234.63,0,0,0,0,0,0
"581,591",581,591,58,59,221.21,134.98,216.9,0,0,0,0,0,0
"581,601",581,601,58,60,243.35555555555555,207.2888888888889,240.82222222222222,0,0,0,0,0,0
"591,1",591,1,59,0,236.16,153.69,229.44,0,0,0,0,0,0
"591,11",591,11,59,1,228.07,121.16,218.27,0,0,0,0,0,0
"591,21",591,21,59,2,203.89,79.06,204.22,0,0,0,0,0,0
"591,31",591,31,59,3,186.46,69.55,196.56,0,0,0,0,0,0
"591,41",591,41,59,4,183.84,69.2,193,0,0,0,0,0,0
"591,51",591,51,59,5,197.71,79.26,203.67,0,0,0,0,0,0
"591,61",591,61,59,6,211.81,96.99,209.8,0,0,0,0,0,0
"591,71",591,71,59,7,225.84,115.56,218.25,0,0,0,0,0,0
"591,81",591,81,59,8,231.25,114.84,218.58,0,0,0,0,0,0
"591,91",591,91,59,9,213.64,96.14,214.74,0,0,0,0,0,0
"591,101",591,101,59,10,211.11,87.38,215.22,0,0,0,0,0,0
"591,111",591,111,59,11,233.02,122.99,220.74,0,0,0,0,0,0
"591,121",591,121,59,12,179.19,87.68,199.45,0,0,0,7,0.1,0.07
"591,131",591,131,59,13,217.95,109.47,215.64,0,0,0,0,0,0
"591,141",591,141,59,14,217.33,135.73,217.52,0,0,0,0,0,0
"591,151",591,151,59,15,198.9,97.34,200.62,0,0,0,0,0,0
"591,161",591,161,59,16,180.73,82.87,192.06,0,0,0,0,0,0
"591,171",591,171,59,17,177.12,83.58,193.12,0,0,0,0,0,0
"591,181",591,181,59,18,210.17,135.28,215.79,0,0,0,0,0,0
"591,191",591,191,59,19,224.08,128.03,222.38,0,0,0,0,0,0
"591,201",591,201,59,20,221.2,98.75,215.8,0,0,0,0,0,0
"591,211",591,211,59,21,222.65,103.12,222.2,0,0,0,0,0,0
"591,221",591,221,59,22,237.16,170.82,235.3,0,0,0,0,0,0
"591,231",591,231,59,23,237.87,178.46,232.03,0,0,0,0,0,0
"591,241",591,241,59,24,228.33,151.57,225.47,0,0,0,0,0,0
"591,251",591,251,59,25,216.75,119.12,216.27,0,0,0,0,0,0
"591,261",591,261,59,26,181.89,66.45,197.1,0,0,0,0,0,0
"591,271",591,271,59,27,214.81,98.41,214.85,0,0,0,0,0,0
"591,281",591,281,59,28,228.83,147.85,223.97,0,0,0,0,0,0
"591,291",591,291,59,29,224.65,119.54,217.74,0,0,0,0,0,0
"591,301",591,301,59,30,217.39,111.46,212.46,0,0,0,0,0,0
"591,311",591,311,59,31,170.02,65.97,196.22,0,0,0,0,0,0
"591,321",591,321,59,32,202.48,118.11,219,0,0,0,0,0,0
"591,331",591,331,59,33,235.59,159.35,230.34,0,0,0,0,0,0
"591,341",591,341,59,34,209.5,148.75,223.94,0,0,0,1,0.02,0.01
"591,351",591,351,59,35,218.29,169.23,234.79,0,0,0,0,0,0
"591,361",591,361,59,36,233.65,199.99,239.46,0,0,0,0,0,0
"591,371",591,371,59,37,249.84,240.81,249.71,0,0,0,0,0,0
"591,381",591,381,59,38,251.83,244.75,251.34,0,0,0,0,0,0
"591,391",591,391,59,39,251.44,245.82,251.24,0,0,0,0,0,0
"591,401",591,401,59,40,253.29,246.64,252.9,0,0,0,0,0,0
"591,411",591,411,59,41,252.35,246.2,251.27,0,0,0,0,0,0
"591,421",591,421,59,42,251.29,244.5,249.94,0,0,0,0,0,0
"591,431",591,431,59,43,248.3,235.77,247.94,0,0,0,0,0,0
"591,441",591,441,59,44,251.99,245.76,251.53,0,0,0,0,0,0
"591,451",591,451,59,45,235,186.03,235.28,0,0,0,0,0,0
