,Cluster,x,y
"293,196",104,293,196
"293,197",104,293,197
"294,191",104,294,191
"294,192",104,294,192
"294,193",104,294,193
"294,194",104,294,194
"294,195",104,294,195
"294,196",104,294,196
"295,191",104,295,191
"295,192",104,295,192
"295,193",104,295,193
"295,194",104,295,194
"295,195",104,295,195
"296,191",104,296,191
"296,192",104,296,192
"296,193",104,296,193
"296,194",104,296,194
"296,195",104,296,195
"296,196",104,296,196
"296,197",104,296,197
"297,191",104,297,191
"297,192",104,297,192
"297,193",104,297,193
"297,194",104,297,194
"298,191",104,298,191
"298,192",104,298,192
"298,193",104,298,193
"298,194",104,298,194
"299,191",104,299,191
"299,192",104,299,192
"299,193",104,299,193
"300,192",104,300,192
"300,193",104,300,193
"292,426",105,292,426
"293,425",105,293,425
"293,426",105,293,426
"294,424",105,294,424
"294,425",105,294,425
"294,426",105,294,426
"295,424",105,295,424
"295,347",106,295,347
"296,347",106,296,347
"297,347",106,297,347
"297,348",106,297,348
"295,427",107,295,427
"295,428",107,295,428
"298,340",108,298,340
"298,341",108,298,341
"298,342",108,298,342
"299,450",109,299,450
"299,451",109,299,451
"300,449",109,300,449
"300,450",109,300,450
"300,451",109,300,451
"301,449",109,301,449
"301,450",109,301,450
"301,451",109,301,451
"301,452",109,301,452
"301,453",109,301,453
"301,454",109,301,454
"301,455",109,301,455
"302,451",109,302,451
"302,453",109,302,453
"302,454",109,302,454
"302,455",109,302,455
"303,454",109,303,454
"300,570",110,300,570
"300,571",110,300,571
"301,569",110,301,569
"301,570",110,301,570
"301,571",110,301,571
"302,565",110,302,565
"302,566",110,302,566
"302,568",110,302,568
"302,569",110,302,569
"302,570",110,302,570
"302,571",110,302,571
"303,564",110,303,564
"303,565",110,303,565
"303,566",110,303,566
"303,567",110,303,567
"303,568",110,303,568
"303,569",110,303,569
"303,570",110,303,570
"304,568",110,304,568
"304,569",110,304,569
"304,570",110,304,570
"304,571",110,304,571
"305,568",110,305,568
"305,569",110,305,569
"305,570",110,305,570
"305,571",110,305,571
"306,568",110,306,568
"306,570",110,306,570
"306,571",110,306,571
"307,571",110,307,571
"301,367",111,301,367
"301,368",111,301,368
"302,367",111,302,367
"303,364",111,303,364
"303,365",111,303,365
"303,366",111,303,366
"303,367",111,303,367
"303,368",111,303,368
"303,369",111,303,369
"304,364",111,304,364
"304,365",111,304,365
"304,366",111,304,366
"304,367",111,304,367
"304,368",111,304,368
"304,369",111,304,369
"305,364",111,305,364
"305,365",111,305,365
"305,366",111,305,366
"305,367",111,305,367
"305,368",111,305,368
"305,369",111,305,369
"305,370",111,305,370
"305,371",111,305,371
"306,364",111,306,364
"306,365",111,306,365
"306,366",111,306,366
"306,367",111,306,367
"306,368",111,306,368
"307,364",111,307,364
"307,365",111,307,365
"307,366",111,307,366
"308,365",111,308,365
"301,532",112,301,532
"302,526",112,302,526
"302,527",112,302,527
"302,529",112,302,529
"302,530",112,302,530
"302,532",112,302,532
"302,534",112,302,534
"303,525",112,303,525
"303,526",112,303,526
"303,529",112,303,529
"303,530",112,303,530
"303,531",112,303,531
"303,532",112,303,532
"303,533",112,303,533
"303,534",112,303,534
"304,525",112,304,525
"304,526",112,304,526
"304,527",112,304,527
"304,528",112,304,528
"304,529",112,304,529
"304,530",112,304,530
"304,531",112,304,531
"304,532",112,304,532
"304,533",112,304,533
"305,525",112,305,525
"305,526",112,305,526
"305,527",112,305,527
"305,528",112,305,528
"305,529",112,305,529
"305,530",112,305,530
"305,531",112,305,531
"306,525",112,306,525
"306,526",112,306,526
"306,527",112,306,527
"306,528",112,306,528
"306,529",112,306,529
"307,526",112,307,526
"307,527",112,307,527
"302,203",113,302,203
"303,199",113,303,199
"303,200",113,303,200
"303,201",113,303,201
"303,203",113,303,203
"304,198",113,304,198
"304,199",113,304,199
"304,200",113,304,200
"304,201",113,304,201
"304,203",113,304,203
"305,198",113,305,198
"305,199",113,305,199
"305,200",113,305,200
"305,201",113,305,201
"305,203",113,305,203
"305,204",113,305,204
"306,199",113,306,199
"306,200",113,306,200
"306,201",113,306,201
"306,202",113,306,202
"306,203",113,306,203
"306,204",113,306,204
"307,200",113,307,200
"307,201",113,307,201
"307,203",113,307,203
"305,287",114,305,287
"306,286",114,306,286
"306,287",114,306,287
"306,288",114,306,288
"306,289",114,306,289
"306,290",114,306,290
"306,291",114,306,291
"307,287",114,307,287
"307,288",114,307,288
"307,289",114,307,289
"307,290",114,307,290
"307,292",114,307,292
"307,293",114,307,293
"308,286",114,308,286
"308,287",114,308,287
"308,288",114,308,288
"308,289",114,308,289
"308,290",114,308,290
"308,292",114,308,292
"308,293",114,308,293
"309,288",114,309,288
"309,289",114,309,289
"309,290",114,309,290
"309,291",114,309,291
"309,292",114,309,292
"309,293",114,309,293
"309,294",114,309,294
"310,288",114,310,288
"310,289",114,310,289
"310,290",114,310,290
"310,291",114,310,291
"310,292",114,310,292
"310,293",114,310,293
"310,294",114,310,294
"311,289",114,311,289
"311,292",114,311,292
"305,522",115,305,522
"305,523",115,305,523
"306,522",115,306,522
"306,523",115,306,523
"308,362",116,308,362
"309,362",116,309,362
"310,360",116,310,360
"310,361",116,310,361
"310,362",116,310,362
"311,361",116,311,361
"308,682",117,308,682
"308,683",117,308,683
"309,681",117,309,681
"309,682",117,309,682
"309,683",117,309,683
"309,364",118,309,364
"310,364",118,310,364
"309,524",119,309,524
"309,525",119,309,525
"309,526",119,309,526
"309,527",119,309,527
"310,367",120,310,367
"310,368",120,310,368
"311,367",120,311,367
"311,368",120,311,368
"310,679",121,310,679
"310,680",121,310,680
"312,360",122,312,360
"313,360",122,313,360
"313,361",122,313,361
"313,362",122,313,362
"314,361",122,314,361
"314,362",122,314,362
"314,363",122,314,363
"315,362",122,315,362
"315,363",122,315,363
"316,362",122,316,362
"316,363",122,316,363
"312,682",123,312,682
"312,683",123,312,683
"313,682",123,313,682
"314,680",123,314,680
"314,681",123,314,681
"314,682",123,314,682
"314,683",123,314,683
"315,678",123,315,678
"315,679",123,315,679
"315,680",123,315,680
"315,681",123,315,681
"315,682",123,315,682
"315,683",123,315,683
"316,679",123,316,679
"317,679",123,317,679
"317,680",123,317,680
"317,681",123,317,681
"313,686",124,313,686
"313,687",124,313,687
"314,686",124,314,686
"316,365",125,316,365
"316,366",125,316,366
"316,367",125,316,367
"316,684",126,316,684
"317,683",126,317,683
"317,684",126,317,684
"317,685",126,317,685
"319,678",127,319,678
"319,679",127,319,679
"319,680",127,319,680
"319,681",127,319,681
"330,673",128,330,673
"330,674",128,330,674
"331,673",128,331,673
"331,674",128,331,674
"331,675",128,331,675
"331,676",128,331,676
"332,676",128,332,676
"332,677",128,332,677
"332,678",128,332,678
"333,675",128,333,675
"333,676",128,333,676
"333,677",128,333,677
"334,675",128,334,675
"334,676",128,334,676
"335,674",128,335,674
"335,675",128,335,675
"333,666",129,333,666
"333,667",129,333,667
"334,666",129,334,666
"335,671",130,335,671
"335,672",130,335,672
"336,672",130,336,672
"336,665",131,336,665
"336,666",131,336,666
"337,666",131,337,666
"337,664",132,337,664
"338,664",132,338,664
"342,202",133,342,202
"342,203",133,342,203
"345,460",134,345,460
"346,460",134,346,460
"346,461",134,346,461
"347,461",134,347,461
"345,732",135,345,732
"345,733",135,345,733
"345,734",135,345,734
"346,732",135,346,732
"346,733",135,346,733
"347,732",135,347,732
"347,733",135,347,733
"347,734",135,347,734
"348,732",135,348,732
"348,733",135,348,733
"348,734",135,348,734
"349,732",135,349,732
"349,733",135,349,733
"349,734",135,349,734
"350,732",135,350,732
"351,730",135,351,730
"351,731",135,351,731
"351,732",135,351,732
"351,733",135,351,733
"351,734",135,351,734
"352,730",135,352,730
"352,732",135,352,732
"352,733",135,352,733
"352,734",135,352,734
"352,735",135,352,735
"352,736",135,352,736
"352,737",135,352,737
"353,730",135,353,730
"353,731",135,353,731
"353,732",135,353,732
"353,733",135,353,733
"353,734",135,353,734
"353,735",135,353,735
"353,736",135,353,736
"354,731",135,354,731
"354,733",135,354,733
"354,734",135,354,734
"354,735",135,354,735
"354,736",135,354,736
"355,734",135,355,734
"346,264",136,346,264
"347,264",136,347,264
"360,737",137,360,737
"360,738",137,360,738
"360,739",137,360,739
"360,740",137,360,740
"360,741",137,360,741
"361,737",137,361,737
"361,738",137,361,738
"361,739",137,361,739
"361,740",137,361,740
"361,741",137,361,741
"362,739",137,362,739
"362,740",137,362,740
"362,741",137,362,741
"360,896",138,360,896
"360,897",138,360,897
"360,898",138,360,898
"361,896",138,361,896
"361,897",138,361,897
"362,897",138,362,897
"363,895",138,363,895
"363,896",138,363,896
"363,897",138,363,897
"363,898",138,363,898
"363,899",138,363,899
"363,900",138,363,900
"363,901",138,363,901
"364,893",138,364,893
"364,894",138,364,894
"364,895",138,364,895
"364,896",138,364,896
"364,897",138,364,897
"364,898",138,364,898
"364,899",138,364,899
"364,900",138,364,900
"364,901",138,364,901
"365,892",138,365,892
"365,893",138,365,893
"365,895",138,365,895
"365,896",138,365,896
"365,897",138,365,897
"365,898",138,365,898
"365,900",138,365,900
"366,891",138,366,891
"366,892",138,366,892
"366,893",138,366,893
"366,895",138,366,895
"366,900",138,366,900
"367,891",138,367,891
"367,892",138,367,892
"367,893",138,367,893
"367,894",138,367,894
"367,895",138,367,895
"367,896",138,367,896
"367,897",138,367,897
"367,898",138,367,898
"367,899",138,367,899
"367,900",138,367,900
"368,892",138,368,892
"368,893",138,368,893
"368,894",138,368,894
"368,895",138,368,895
"368,896",138,368,896
"368,897",138,368,897
"368,898",138,368,898
"368,899",138,368,899
"368,900",138,368,900
"368,901",138,368,901
"368,902",138,368,902
"369,897",138,369,897
"369,900",138,369,900
"369,901",138,369,901
"360,900",139,360,900
"360,901",139,360,901
"361,255",140,361,255
"361,256",140,361,256
"362,255",140,362,255
"363,842",141,363,842
"364,842",141,364,842
"365,842",141,365,842
"364,254",142,364,254
"365,254",142,365,254
"366,252",143,366,252
"366,253",143,366,253
"366,820",144,366,820
"366,823",144,366,823
"366,825",144,366,825
"366,826",144,366,826
"367,820",144,367,820
"367,821",144,367,821
"367,822",144,367,822
"367,823",144,367,823
"367,824",144,367,824
"367,825",144,367,825
"368,820",144,368,820
"368,821",144,368,821
"368,822",144,368,822
"368,823",144,368,823
"368,824",144,368,824
"369,820",144,369,820
"369,821",144,369,821
"369,822",144,369,822
"369,823",144,369,823
"369,824",144,369,824
"370,821",144,370,821
"370,822",144,370,822
"370,823",144,370,823
"370,824",144,370,824
"371,821",144,371,821
"371,822",144,371,822
"371,823",144,371,823
"372,821",144,372,821
"372,822",144,372,822
"367,248",145,367,248
"367,249",145,367,249
"367,250",145,367,250
"368,249",145,368,249
"370,817",146,370,817
"370,818",146,370,818
"371,817",146,371,817
"371,818",146,371,818
"372,817",146,372,817
"373,817",146,373,817
"374,817",146,374,817
"373,824",147,373,824
"374,824",147,374,824
"379,803",148,379,803
"379,804",148,379,804
"379,805",148,379,805
"379,806",148,379,806
"380,804",148,380,804
"387,640",149,387,640
"387,641",149,387,641
"393,78",150,393,78
"394,78",150,394,78
"395,78",150,395,78
"399,842",151,399,842
"399,843",151,399,843
"400,842",151,400,842
"401,842",151,401,842
"401,843",151,401,843
"402,122",152,402,122
"403,122",152,403,122
"409,286",153,409,286
"410,286",153,410,286
"410,287",153,410,287
"409,292",154,409,292
"409,293",154,409,293
"409,804",155,409,804
"410,804",155,410,804
"410,799",156,410,799
"410,800",156,410,800
"411,292",157,411,292
"412,292",157,412,292
"411,678",158,411,678
"411,679",158,411,679
"412,677",158,412,677
"412,678",158,412,678
"412,868",159,412,868
"412,869",159,412,869
"413,868",159,413,868
"413,869",159,413,869
"414,868",159,414,868
"414,869",159,414,869
"414,870",159,414,870
"415,868",159,415,868
"415,869",159,415,869
"415,870",159,415,870
"416,864",159,416,864
"416,865",159,416,865
"416,868",159,416,868
"416,869",159,416,869
"416,870",159,416,870
"417,865",159,417,865
"417,867",159,417,867
"417,868",159,417,868
"417,869",159,417,869
"417,870",159,417,870
"417,871",159,417,871
"418,865",159,418,865
"418,866",159,418,866
"418,868",159,418,868
"418,869",159,418,869
"419,865",159,419,865
"419,866",159,419,866
"419,867",159,419,867
"419,868",159,419,868
"419,869",159,419,869
"419,870",159,419,870
"419,871",159,419,871
"420,864",159,420,864
"420,865",159,420,865
"420,867",159,420,867
"420,868",159,420,868
"420,869",159,420,869
"420,870",159,420,870
"421,864",159,421,864
"421,865",159,421,865
"421,866",159,421,866
"421,868",159,421,868
"421,869",159,421,869
"421,870",159,421,870
"422,865",159,422,865
"422,866",159,422,866
"422,867",159,422,867
"422,870",159,422,870
"415,349",160,415,349
"415,350",160,415,350
"415,351",160,415,351
"416,349",160,416,349
"416,350",160,416,350
"416,351",160,416,351
"417,350",160,417,350
"415,521",161,415,521
"416,520",161,416,520
"416,521",161,416,521
"416,522",161,416,522
"416,523",161,416,523
"417,520",161,417,520
"417,521",161,417,521
"416,340",162,416,340
"416,341",162,416,341
"417,524",163,417,524
"417,525",163,417,525
"418,525",163,418,525
"418,526",163,418,526
"418,527",163,418,527
"418,528",163,418,528
"419,528",163,419,528
"419,529",163,419,529
"419,862",164,419,862
"420,862",164,420,862
"421,862",164,421,862
"422,862",164,422,862
"423,862",164,423,862
"424,862",164,424,862
"424,863",164,424,863
"423,659",165,423,659
"423,660",165,423,660
"424,658",165,424,658
"424,659",165,424,659
"425,658",165,425,658
"425,659",165,425,659
"426,657",165,426,657
"426,658",165,426,658
"424,532",166,424,532
"425,532",166,425,532
"427,526",167,427,526
"427,527",167,427,527
"428,527",167,428,527
"431,702",168,431,702
"431,703",168,431,703
"432,698",168,432,698
"432,702",168,432,702
"432,703",168,432,703
"433,698",168,433,698
"433,699",168,433,699
"433,700",168,433,700
"433,701",168,433,701
"433,702",168,433,702
"433,703",168,433,703
"434,697",168,434,697
"434,698",168,434,698
"434,699",168,434,699
"434,700",168,434,700
"434,701",168,434,701
"434,702",168,434,702
"434,703",168,434,703
"435,696",168,435,696
"435,697",168,435,697
"435,699",168,435,699
"435,702",168,435,702
"432,596",169,432,596
"432,597",169,432,597
"432,598",169,432,598
"432,599",169,432,599
"432,600",169,432,600
"433,596",169,433,596
"433,597",169,433,597
"433,598",169,433,598
"433,599",169,433,599
"434,595",169,434,595
"434,596",169,434,596
"434,597",169,434,597
"434,598",169,434,598
"435,595",169,435,595
"435,596",169,435,596
"435,597",169,435,597
"435,598",169,435,598
"436,596",169,436,596
"436,597",169,436,597
"437,596",169,437,596
"437,597",169,437,597
"438,596",169,438,596
"438,597",169,438,597
"438,598",169,438,598
"439,597",169,439,597
"436,602",170,436,602
"436,603",170,436,603
"437,499",171,437,499
"437,500",171,437,500
"438,500",171,438,500
"437,733",172,437,733
"437,734",172,437,734
"438,733",172,438,733
"438,734",172,438,734
"439,734",172,439,734
"439,735",172,439,735
"437,737",173,437,737
"437,738",173,437,738
"437,739",173,437,739
"438,737",173,438,737
"438,738",173,438,738
"438,739",173,438,739
"439,498",174,439,498
"439,499",174,439,499
"440,650",175,440,650
"440,651",175,440,651
"440,652",175,440,652
"441,647",175,441,647
"441,648",175,441,648
"441,649",175,441,649
"441,650",175,441,650
"441,651",175,441,651
"442,645",175,442,645
"442,646",175,442,646
"442,647",175,442,647
"442,648",175,442,648
"442,649",175,442,649
"442,650",175,442,650
"442,651",175,442,651
"443,644",175,443,644
"443,645",175,443,645
"443,646",175,443,646
"443,647",175,443,647
"443,648",175,443,648
"443,649",175,443,649
"443,650",175,443,650
"443,651",175,443,651
"444,645",175,444,645
"444,646",175,444,646
"444,647",175,444,647
"444,648",175,444,648
"444,649",175,444,649
"444,650",175,444,650
"444,651",175,444,651
"444,652",175,444,652
"445,648",175,445,648
"445,649",175,445,649
"445,650",175,445,650
"445,651",175,445,651
"445,652",175,445,652
"446,648",175,446,648
"446,649",175,446,649
"446,650",175,446,650
"446,651",175,446,651
"446,652",175,446,652
"447,647",175,447,647
"447,648",175,447,648
"447,649",175,447,649
"447,650",175,447,650
"447,652",175,447,652
"448,648",175,448,648
"448,649",175,448,649
"448,650",175,448,650
"449,649",175,449,649
"443,593",176,443,593
"443,594",176,443,594
"444,593",176,444,593
"444,594",176,444,594
"445,594",176,445,594
"444,643",177,444,643
"445,643",177,445,643
"445,644",177,445,644
"446,643",177,446,643
"446,644",177,446,644
"447,643",177,447,643
"447,644",177,447,644
"448,644",177,448,644
"445,172",178,445,172
"445,173",178,445,173
"445,174",178,445,174
"445,175",178,445,175
"445,176",178,445,176
"445,177",178,445,177
"445,585",179,445,585
"445,586",179,445,586
"451,640",180,451,640
"452,640",180,452,640
"452,641",180,452,641
"453,638",180,453,638
"453,639",180,453,639
"453,640",180,453,640
"454,638",180,454,638
"454,639",180,454,639
"454,640",180,454,640
"455,638",180,455,638
"455,639",180,455,639
"455,640",180,455,640
"455,641",180,455,641
"456,638",180,456,638
"452,35",181,452,35
"453,35",181,453,35
"453,44",182,453,44
"453,45",182,453,45
"453,287",183,453,287
"453,288",183,453,288
"453,636",184,453,636
"454,636",184,454,636
"455,579",185,455,579
"456,579",185,456,579
"457,578",185,457,578
"457,579",185,457,579
"458,576",185,458,576
"458,577",185,458,577
"458,578",185,458,578
"458,579",185,458,579
"459,577",185,459,577
"459,578",185,459,578
"460,577",185,460,577
"456,635",186,456,635
"457,635",186,457,635
"457,637",187,457,637
"458,636",187,458,636
"458,637",187,458,637
"459,636",187,459,636
"461,42",188,461,42
"461,43",188,461,43
"462,43",188,462,43
"466,576",189,466,576
"467,576",189,467,576
"467,574",190,467,574
"468,574",190,468,574
"468,601",191,468,601
"469,600",191,469,600
"469,601",191,469,601
"469,602",191,469,602
"469,603",191,469,603
"469,301",192,469,301
"469,302",192,469,302
"470,301",192,470,301
"470,302",192,470,302
"470,75",193,470,75
"470,77",193,470,77
"471,75",193,471,75
"471,76",193,471,76
"471,77",193,471,77
"471,306",194,471,306
"471,307",194,471,307
"472,305",194,472,305
"472,306",194,472,306
"472,307",194,472,307
"473,305",194,473,305
"473,306",194,473,306
"473,307",194,473,307
"473,308",194,473,308
"474,307",194,474,307
"475,305",195,475,305
"476,305",195,476,305
"476,269",196,476,269
"476,270",196,476,270
"477,267",196,477,267
"477,268",196,477,268
"477,269",196,477,269
"477,270",196,477,270
"478,267",196,478,267
"478,268",196,478,268
"478,269",196,478,269
"479,268",196,479,268
"479,269",196,479,269
"478,38",197,478,38
"479,38",197,479,38
"482,494",198,482,494
"482,495",198,482,495
"482,499",199,482,499
"482,500",199,482,500
"482,501",199,482,501
"483,496",200,483,496
"483,497",200,483,497
"483,498",200,483,498
"497,214",201,497,214
"497,215",201,497,215
"497,216",201,497,216
"497,217",201,497,217
"498,214",201,498,214
"498,215",201,498,215
"498,216",201,498,216
"498,217",201,498,217
"498,219",201,498,219
"499,214",201,499,214
"499,215",201,499,215
"499,216",201,499,216
"499,217",201,499,217
"499,219",201,499,219
"500,215",201,500,215
"500,216",201,500,216
"500,217",201,500,217
"500,218",201,500,218
"500,219",201,500,219
"501,217",201,501,217
"501,218",201,501,218
"501,219",201,501,219
"502,217",201,502,217
"502,218",201,502,218
"502,219",201,502,219
"503,219",201,503,219
"499,221",202,499,221
"500,221",202,500,221
"500,222",202,500,222
"500,223",202,500,223
"500,273",203,500,273
"500,274",203,500,274
"501,298",204,501,298
"502,296",204,502,296
"502,297",204,502,297
"502,298",204,502,298
"503,298",204,503,298
"503,212",205,503,212
"504,211",205,504,211
"504,212",205,504,212
"504,213",205,504,213
"503,300",206,503,300
"503,301",206,503,301
"504,299",206,504,299
"504,300",206,504,300
"504,225",207,504,225
"505,225",207,505,225
"510,63",208,510,63
"510,64",208,510,64
"519,731",209,519,731
"519,732",209,519,732
"521,42",210,521,42
"521,43",210,521,43
"522,42",210,522,42
"525,684",211,525,684
"525,685",211,525,685
"526,684",211,526,684
"526,685",211,526,685
"526,686",211,526,686
"527,684",211,527,684
"534,649",212,534,649
"534,650",212,534,650
"535,649",212,535,649
"535,650",212,535,650
"535,651",212,535,651
"536,645",212,536,645
"536,646",212,536,646
"536,647",212,536,647
"536,649",212,536,649
"536,650",212,536,650
"536,651",212,536,651
"536,652",212,536,652
"537,645",212,537,645
"537,646",212,537,646
"537,647",212,537,647
"537,648",212,537,648
"537,649",212,537,649
"537,650",212,537,650
"537,651",212,537,651
"538,646",212,538,646
"538,649",212,538,649
"538,650",212,538,650
"538,651",212,538,651
"539,646",212,539,646
"539,649",212,539,649
"539,650",212,539,650
"539,651",212,539,651
"540,649",212,540,649
"540,650",212,540,650
"540,651",212,540,651
"540,652",212,540,652
"540,653",212,540,653
"541,649",212,541,649
"541,650",212,541,650
"541,651",212,541,651
"541,652",212,541,652
"542,649",212,542,649
"542,650",212,542,650
"542,651",212,542,651
"543,648",212,543,648
"543,649",212,543,649
"543,650",212,543,650
"543,651",212,543,651
"544,650",212,544,650
"536,588",213,536,588
"536,589",213,536,589
"536,590",213,536,590
"536,591",213,536,591
"536,592",213,536,592
"540,643",214,540,643
"540,644",214,540,644
"540,645",214,540,645
"541,644",214,541,644
"554,27",215,554,27
"555,27",215,555,27
"556,27",215,556,27
"557,27",215,557,27
"557,28",215,557,28
"558,28",215,558,28
"558,29",215,558,29
"559,28",215,559,28
"560,28",215,560,28
"557,17",216,557,17
"558,16",216,558,16
"558,17",216,558,17
"558,18",216,558,18
"559,17",216,559,17
"559,18",216,559,18
"557,30",217,557,30
"557,31",217,557,31
"557,32",217,557,32
"557,259",218,557,259
"557,260",218,557,260
"558,259",218,558,259
"557,262",219,557,262
"558,262",219,558,262
"558,255",220,558,255
"558,256",220,558,256
"558,257",220,558,257
"559,255",220,559,255
"559,256",220,559,256
"559,257",220,559,257
"560,254",220,560,254
"560,255",220,560,255
"560,256",220,560,256
"559,14",221,559,14
"559,15",221,559,15
"560,14",221,560,14
"559,260",222,559,260
"559,261",222,559,261
"561,29",223,561,29
"562,29",223,562,29
"563,29",223,563,29
"564,29",223,564,29
"565,29",223,565,29
"561,252",224,561,252
"561,253",224,561,253
"563,922",225,563,922
"563,923",225,563,923
"564,922",225,564,922
"564,923",225,564,923
"565,923",225,565,923
"566,922",225,566,922
"566,923",225,566,923
"567,919",225,567,919
"567,920",225,567,920
"567,921",225,567,921
"567,922",225,567,922
"567,923",225,567,923
"568,919",225,568,919
"568,920",225,568,920
"568,921",225,568,921
"568,922",225,568,922
"569,920",225,569,920
"569,921",225,569,921
"569,922",225,569,922
"569,924",225,569,924
"570,922",225,570,922
"570,923",225,570,923
"570,924",225,570,924
"565,12",226,565,12
"565,13",226,565,13
"565,14",226,565,14
"566,13",226,566,13
"566,14",226,566,14
"567,14",226,567,14
"568,14",226,568,14
"569,14",226,569,14
"568,585",227,568,585
"568,586",227,568,586
"568,587",227,568,587
"569,33",228,569,33
"569,34",228,569,34
"570,582",229,570,582
"571,580",229,571,580
"571,581",229,571,581
"571,582",229,571,582
"572,581",229,572,581
"573,581",229,573,581
"573,582",229,573,582
"573,334",230,573,334
"573,335",230,573,335
"574,334",230,574,334
"574,335",230,574,335
"575,334",230,575,334
"576,334",230,576,334
"576,335",230,576,335
"577,334",230,577,334
"577,335",230,577,335
"578,335",230,578,335
"578,336",230,578,336
"574,579",231,574,579
"575,579",231,575,579
"575,321",232,575,321
"576,321",232,576,321
"577,667",233,577,667
"577,670",233,577,670
"577,671",233,577,671
"577,672",233,577,672
"578,665",233,578,665
"578,666",233,578,666
"578,667",233,578,667
"578,668",233,578,668
"578,669",233,578,669
"578,670",233,578,670
"578,671",233,578,671
"579,664",233,579,664
"579,665",233,579,665
"579,666",233,579,666
"579,667",233,579,667
"579,668",233,579,668
"579,669",233,579,669
"579,670",233,579,670
"580,665",233,580,665
"580,666",233,580,666
"580,667",233,580,667
"580,668",233,580,668
"580,669",233,580,669
"580,670",233,580,670
"581,665",233,581,665
"581,666",233,581,666
"581,667",233,581,667
"581,668",233,581,668
"581,669",233,581,669
"581,670",233,581,670
"582,665",233,582,665
"582,666",233,582,666
"582,667",233,582,667
"582,668",233,582,668
"582,669",233,582,669
"582,670",233,582,670
"583,666",233,583,666
"583,667",233,583,667
"583,668",233,583,668
"583,669",233,583,669
"584,667",233,584,667
"578,520",234,578,520
"579,520",234,579,520
"579,521",234,579,521
"578,630",235,578,630
"578,631",235,578,631
"578,632",235,578,632
"578,633",235,578,633
"578,634",235,578,634
"578,635",235,578,635
"579,631",235,579,631
"579,632",235,579,632
"579,633",235,579,633
"580,631",235,580,631
"580,632",235,580,632
"580,633",235,580,633
"581,633",235,581,633
"581,634",235,581,634
"582,633",235,582,633
"582,634",235,582,634
"583,633",235,583,633
"583,634",235,583,634
"584,634",235,584,634
"580,315",236,580,315
"581,315",236,581,315
"580,624",237,580,624
"580,625",237,580,625
"581,626",238,581,626
"581,628",238,581,628
"581,629",238,581,629
"582,626",238,582,626
"582,628",238,582,628
"582,629",238,582,629
"583,625",238,583,625
"583,626",238,583,626
"583,628",238,583,628
"583,629",238,583,629
"584,625",238,584,625
"584,626",238,584,626
"584,627",238,584,627
"584,628",238,584,628
"584,629",238,584,629
"585,625",238,585,625
"585,626",238,585,626
"585,627",238,585,627
"585,628",238,585,628
"585,629",238,585,629
"585,630",238,585,630
"586,630",238,586,630
"581,662",239,581,662
"582,661",239,582,661
"582,662",239,582,662
"585,621",240,585,621
"586,621",240,586,621
"586,622",240,586,622
"587,622",240,587,622
"586,45",241,586,45
"586,46",241,586,46
"586,47",241,586,47
"587,46",241,587,46
"587,631",242,587,631
"587,632",242,587,632
"587,633",242,587,633
"588,633",242,588,633
"588,620",243,588,620
"589,620",243,589,620
"590,620",243,590,620
"590,621",243,590,621
"591,620",243,591,620
"591,621",243,591,621
"588,623",244,588,623
"589,623",244,589,623
"589,624",244,589,624
"589,625",244,589,625
"589,626",244,589,626
"589,627",244,589,627
"590,625",244,590,625
"590,626",244,590,626
"591,625",244,591,625
"591,626",244,591,626
"591,627",244,591,627
"589,629",245,589,629
"589,630",245,589,630
"589,631",245,589,631
"590,199",246,590,199
"590,200",246,590,200
"590,201",246,590,201
"590,202",246,590,202
"590,203",246,590,203
"590,204",246,590,204
"590,205",246,590,205
"591,249",247,591,249
"591,250",247,591,250
"592,250",247,592,250
"593,250",247,593,250
"594,705",248,594,705
"595,704",248,595,704
"595,705",248,595,705
"595,250",249,595,250
"595,251",249,595,251
"596,251",249,596,251
"596,252",249,596,252
"596,618",250,596,618
"596,619",250,596,619
"597,253",251,597,253
"597,254",251,597,254
"597,255",251,597,255
"597,256",251,597,256
"598,253",251,598,253
"598,254",251,598,254
"598,255",251,598,255
"598,256",251,598,256
"599,254",251,599,254
"599,255",251,599,255
"599,256",251,599,256
"599,257",251,599,257
"610,22",252,610,22
"610,23",252,610,23
"611,22",252,611,22
"611,23",252,611,23
"612,23",252,612,23
"612,24",252,612,24
"617,572",253,617,572
"617,573",253,617,573
"621,314",254,621,314
"622,314",254,622,314
"623,314",254,623,314
"623,315",254,623,315
"624,314",254,624,314
"622,553",255,622,553
"622,554",255,622,554
"622,555",255,622,555
"623,553",255,623,553
"622,568",256,622,568
"623,568",256,623,568
"624,554",257,624,554
"625,553",257,625,553
"625,554",257,625,554
"626,553",257,626,553
"625,848",258,625,848
"626,848",258,626,848
"626,314",259,626,314
"627,314",259,627,314
"627,845",260,627,845
"627,846",260,627,846
"628,560",261,628,560
"629,560",261,629,560
"630,560",261,630,560
"631,560",261,631,560
"629,294",262,629,294
"629,295",262,629,295
"629,296",262,629,296
"629,316",263,629,316
"630,315",263,630,315
"630,316",263,630,316
"629,852",264,629,852
"630,852",264,630,852
"632,23",265,632,23
"632,24",265,632,24
"633,23",265,633,23
"633,24",265,633,24
"633,25",265,633,25
"632,558",266,632,558
"632,559",266,632,559
"633,558",266,633,558
"633,559",266,633,559
